,timestamp,energy,TimeMST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />,timestamp.1,weekday,hour,rand,seasonal
1400,2015-02-28 15:00:00,3.5,3:51 PM,20.6,6.1,39.0,1008.0,16.1,SSW,13.0,-,,,Overcast,210,2015-02-28 22:51:00<br />,2015-02-28 15:51:00,6,15,63,Regular
1401,2015-02-28 16:00:00,3.56,4:51 PM,21.1,5.6,36.0,1008.0,16.1,SSW,13.0,-,,,Mostly Cloudy,200,2015-02-28 23:51:00<br />,2015-02-28 16:51:00,6,16,50,Regular
1402,2015-02-28 17:00:00,3.4,5:51 PM,20.6,5.6,38.0,1008.3,16.1,SW,5.6,-,0.0,,Mostly Cloudy,220,2015-03-01 00:51:00<br />,2015-02-28 17:51:00,6,17,3,Regular
1403,2015-02-28 18:00:00,3.55,6:51 PM,18.9,7.2,47.0,1008.7,16.1,Calm,Calm,-,0.0,,Overcast,0,2015-03-01 01:51:00<br />,2015-02-28 18:51:00,6,18,95,Regular
1404,2015-02-28 19:00:00,3.51,7:51 PM,18.9,7.8,48.0,1009.4,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-03-01 02:51:00<br />,2015-02-28 19:51:00,6,19,22,Regular
1405,2015-02-28 20:00:00,3.48,8:51 PM,18.3,7.8,50.0,1010.0,16.1,South,13.0,-,,,Mostly Cloudy,170,2015-03-01 03:51:00<br />,2015-02-28 20:51:00,6,20,53,Regular
1406,2015-02-28 21:00:00,3.45,9:51 PM,18.3,7.8,50.0,1010.6,16.1,SSW,11.1,-,,,Mostly Cloudy,200,2015-03-01 04:51:00<br />,2015-02-28 21:51:00,6,21,39,Regular
1407,2015-02-28 22:00:00,3.48,10:51 PM,17.8,8.3,54.0,1011.0,16.1,South,5.6,-,,,Mostly Cloudy,180,2015-03-01 05:51:00<br />,2015-02-28 22:51:00,6,22,53,Regular
1408,2015-02-28 23:00:00,3.46,11:51 PM,17.8,7.8,52.0,1011.2,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-03-01 06:51:00<br />,2015-02-28 23:51:00,6,23,85,Regular
1409,2015-03-01 00:00:00,3.49,12:51 AM,17.2,8.3,56.0,1011.5,16.1,SE,11.1,-,,,Mostly Cloudy,140,2015-03-01 07:51:00<br />,2015-03-01 00:51:00,7,0,18,Regular
1410,2015-03-01 01:00:00,3.54,1:51 AM,16.7,8.3,58.0,1011.8,16.1,SE,5.6,-,,,Mostly Cloudy,130,2015-03-01 08:51:00<br />,2015-03-01 01:51:00,7,1,65,Regular
1411,2015-03-01 02:00:00,3.6,2:51 AM,16.7,8.3,58.0,1011.7,16.1,East,7.4,-,,,Mostly Cloudy,100,2015-03-01 09:51:00<br />,2015-03-01 02:51:00,7,2,36,Regular
1412,2015-03-01 03:00:00,3.46,3:51 AM,16.1,8.9,62.0,1011.6,16.1,ESE,11.1,-,,,Overcast,110,2015-03-01 10:51:00<br />,2015-03-01 03:51:00,7,3,71,Regular
1413,2015-03-01 04:00:00,3.64,4:51 AM,16.1,8.3,60.0,1011.8,16.1,SE,9.3,-,,,Overcast,140,2015-03-01 11:51:00<br />,2015-03-01 04:51:00,7,4,65,Regular
1414,2015-03-01 05:00:00,3.5,5:51 AM,16.1,8.3,60.0,1012.2,16.1,East,9.3,-,,,Overcast,90,2015-03-01 12:51:00<br />,2015-03-01 05:51:00,7,5,63,Regular
1415,2015-03-01 06:00:00,3.63,6:51 AM,16.1,8.9,62.0,1012.6,16.1,ESE,9.3,-,,,Mostly Cloudy,110,2015-03-01 13:51:00<br />,2015-03-01 06:51:00,7,6,88,Regular
1416,2015-03-01 07:00:00,3.58,7:51 AM,16.1,8.9,62.0,1013.2,16.1,SE,13.0,-,,,Mostly Cloudy,140,2015-03-01 14:51:00<br />,2015-03-01 07:51:00,7,7,21,Regular
1417,2015-03-01 08:00:00,3.63,8:51 AM,16.7,8.9,60.0,1013.8,16.1,SSE,20.4,-,,,Mostly Cloudy,160,2015-03-01 15:51:00<br />,2015-03-01 08:51:00,7,8,85,Regular
1418,2015-03-01 09:00:00,3.67,9:51 AM,18.3,9.4,56.0,1014.1,16.1,SSE,16.7,-,,,Mostly Cloudy,160,2015-03-01 16:51:00<br />,2015-03-01 09:51:00,7,9,55,Regular
1419,2015-03-01 10:00:00,3.76,10:51 AM,18.9,8.9,52.0,1014.0,16.1,South,18.5,-,,,Mostly Cloudy,170,2015-03-01 17:51:00<br />,2015-03-01 10:51:00,7,10,96,Regular
1420,2015-03-01 11:00:00,3.69,11:51 AM,20.6,9.4,49.0,1013.4,16.1,South,16.7,-,,,Mostly Cloudy,180,2015-03-01 18:51:00<br />,2015-03-01 11:51:00,7,11,8,Regular
1421,2015-03-01 12:00:00,3.72,12:51 PM,22.2,8.9,43.0,1012.4,16.1,South,16.7,37.0,,,Mostly Cloudy,190,2015-03-01 19:51:00<br />,2015-03-01 12:51:00,7,12,98,Regular
1422,2015-03-01 13:00:00,3.53,1:51 PM,23.9,7.8,36.0,1011.2,16.1,South,25.9,38.9,,,Mostly Cloudy,180,2015-03-01 20:51:00<br />,2015-03-01 13:51:00,7,13,22,Regular
1423,2015-03-01 14:00:00,3.63,2:51 PM,25.0,7.2,32.0,1010.4,16.1,South,20.4,31.5,,,Mostly Cloudy,190,2015-03-01 21:51:00<br />,2015-03-01 14:51:00,7,14,17,Regular
1424,2015-03-01 15:00:00,3.58,3:51 PM,24.4,6.7,32.0,1010.0,16.1,SSW,20.4,-,,,Mostly Cloudy,200,2015-03-01 22:51:00<br />,2015-03-01 15:51:00,7,15,99,Regular
1425,2015-03-01 16:00:00,3.47,4:51 PM,24.4,6.7,32.0,1009.7,16.1,SSW,27.8,38.9,,,Mostly Cloudy,200,2015-03-01 23:51:00<br />,2015-03-01 16:51:00,7,16,18,Regular
1426,2015-03-01 17:00:00,3.55,5:51 PM,23.3,6.1,33.0,1010.0,16.1,South,22.2,38.9,,,Scattered Clouds,190,2015-03-02 00:51:00<br />,2015-03-01 17:51:00,7,17,17,Regular
1427,2015-03-01 18:00:00,3.48,6:51 PM,22.2,6.7,37.0,1010.4,16.1,South,11.1,-,,,Mostly Cloudy,190,2015-03-02 01:51:00<br />,2015-03-01 18:51:00,7,18,92,Regular
1428,2015-03-01 19:00:00,3.47,7:51 PM,21.1,7.2,41.0,1010.7,16.1,SSW,5.6,-,,,Mostly Cloudy,210,2015-03-02 02:51:00<br />,2015-03-01 19:51:00,7,19,25,Regular
1429,2015-03-01 20:00:00,3.56,8:51 PM,21.1,8.3,44.0,1011.2,16.1,WNW,13.0,-,,,Scattered Clouds,290,2015-03-02 03:51:00<br />,2015-03-01 20:51:00,7,20,98,Regular
1430,2015-03-01 21:00:00,4.17,9:51 PM,20.0,8.9,49.0,1011.8,16.1,West,11.1,-,,,Mostly Cloudy,260,2015-03-02 04:51:00<br />,2015-03-01 21:51:00,7,21,11,Regular
1431,2015-03-01 22:00:00,4.53,10:51 PM,19.4,9.4,52.0,1012.3,16.1,South,7.4,-,,,Overcast,190,2015-03-02 05:51:00<br />,2015-03-01 22:51:00,7,22,79,Regular
1432,2015-03-01 23:00:00,4.47,11:51 PM,18.9,10.0,56.0,1012.3,16.1,SSE,11.1,-,,,Mostly Cloudy,160,2015-03-02 06:51:00<br />,2015-03-01 23:51:00,7,23,60,Regular
1433,2015-03-02 00:00:00,5.63,12:51 AM,18.3,9.4,56.0,1011.9,16.1,South,11.1,-,,,Mostly Cloudy,180,2015-03-02 07:51:00<br />,2015-03-02 00:51:00,1,0,75,Regular
1434,2015-03-02 01:00:00,3.63,1:51 AM,18.3,8.9,54.0,1011.5,16.1,SSE,14.8,-,,,Overcast,160,2015-03-02 08:51:00<br />,2015-03-02 01:51:00,1,1,44,Regular
1435,2015-03-02 02:00:00,3.65,2:51 AM,17.8,9.4,58.0,1010.9,16.1,SE,5.6,-,,,Overcast,140,2015-03-02 09:51:00<br />,2015-03-02 02:51:00,1,2,8,Regular
1436,2015-03-02 03:00:00,3.77,3:51 AM,17.8,10.0,60.0,1010.3,16.1,South,11.1,-,,,Overcast,170,2015-03-02 10:51:00<br />,2015-03-02 03:51:00,1,3,15,Regular
1437,2015-03-02 04:00:00,3.61,4:51 AM,17.8,9.4,58.0,1010.0,16.1,SSE,11.1,-,,,Overcast,150,2015-03-02 11:51:00<br />,2015-03-02 04:51:00,1,4,74,Regular
1438,2015-03-02 05:00:00,3.78,5:51 AM,17.8,9.4,58.0,1009.8,16.1,SSE,14.8,-,,,Overcast,160,2015-03-02 12:51:00<br />,2015-03-02 05:51:00,1,5,0,Regular
1439,2015-03-02 06:00:00,3.66,6:51 AM,17.8,9.4,58.0,1009.8,16.1,SSE,13.0,-,,,Overcast,160,2015-03-02 13:51:00<br />,2015-03-02 06:51:00,1,6,31,Regular
1440,2015-03-02 07:00:00,3.78,7:51 AM,17.8,9.4,58.0,1009.7,16.1,South,25.9,37.0,,,Mostly Cloudy,170,2015-03-02 14:51:00<br />,2015-03-02 07:51:00,1,7,88,Regular
1441,2015-03-02 08:00:00,3.73,8:40 AM,13.3,10.6,84.0,1011.4,14.5,West,27.8,37.0,0.0,Rain,Light Rain,260,2015-03-02 15:40:00<br />,2015-03-02 08:40:00,1,8,15,Regular
1442,2015-03-02 09:00:00,3.68,9:24 AM,11.1,9.4,89.0,1012.8,16.1,West,33.3,48.2,0.0,Rain,Light Rain,260,2015-03-02 16:24:00<br />,2015-03-02 09:24:00,1,9,51,Regular
1443,2015-03-02 10:00:00,3.74,10:51 AM,11.7,9.4,86.0,1012.8,16.1,West,20.4,-,0.02,Rain,Light Rain,270,2015-03-02 17:51:00<br />,2015-03-02 10:51:00,1,10,36,Regular
1444,2015-03-02 11:00:00,3.62,11:51 AM,11.7,9.4,86.0,1012.8,6.4,West,22.2,-,0.03,Rain,Rain,270,2015-03-02 18:51:00<br />,2015-03-02 11:51:00,1,11,72,Regular
1445,2015-03-02 12:00:00,3.7,12:51 PM,11.7,8.9,83.0,1012.6,11.3,West,18.5,-,0.07,Rain,Light Rain,270,2015-03-02 19:51:00<br />,2015-03-02 12:51:00,1,12,70,Regular
1446,2015-03-02 13:00:00,3.77,1:34 PM,11.7,9.4,86.0,1013.1,14.5,WNW,14.8,-,0.06,Rain,Light Rain,290,2015-03-02 20:34:00<br />,2015-03-02 13:34:00,1,13,60,Regular
1447,2015-03-02 14:00:00,5.87,2:44 PM,11.7,8.9,83.0,1013.1,16.1,Calm,Calm,-,0.02,Rain,Light Rain,0,2015-03-02 21:44:00<br />,2015-03-02 14:44:00,1,14,23,Regular
1448,2015-03-02 15:00:00,5.25,3:51 PM,12.2,8.9,80.0,1012.7,16.1,Calm,Calm,-,0.01,,Overcast,0,2015-03-02 22:51:00<br />,2015-03-02 15:51:00,1,15,59,Regular
1449,2015-03-02 16:00:00,5.62,4:51 PM,12.8,8.3,74.0,1013.3,16.1,NE,5.6,-,,,Overcast,50,2015-03-02 23:51:00<br />,2015-03-02 16:51:00,1,16,60,Regular
1450,2015-03-02 17:00:00,6.18,5:13 PM,13.3,9.4,77.0,1013.8,16.1,Variable,9.3,-,,,Mostly Cloudy,0,2015-03-03 00:13:00<br />,2015-03-02 17:13:00,1,17,87,Regular
1451,2015-03-02 18:00:00,6.14,6:51 PM,12.2,8.9,80.0,1013.6,16.1,ESE,13.0,-,,,Mostly Cloudy,120,2015-03-03 01:51:00<br />,2015-03-02 18:51:00,1,18,47,Regular
1452,2015-03-02 19:00:00,6.43,7:51 PM,11.7,8.9,83.0,1014.3,16.1,ESE,11.1,-,,,Scattered Clouds,120,2015-03-03 02:51:00<br />,2015-03-02 19:51:00,1,19,56,Regular
1453,2015-03-02 20:00:00,6.8,8:51 PM,11.1,8.9,86.0,1014.9,16.1,SE,11.1,-,,,Mostly Cloudy,130,2015-03-03 03:51:00<br />,2015-03-02 20:51:00,1,20,83,Regular
1454,2015-03-02 21:00:00,6.43,9:51 PM,11.1,8.9,86.0,1015.1,16.1,ESE,7.4,-,,,Mostly Cloudy,110,2015-03-03 04:51:00<br />,2015-03-02 21:51:00,1,21,61,Regular
1455,2015-03-02 22:00:00,6.68,10:51 PM,11.1,8.9,86.0,1015.3,16.1,ENE,5.6,-,,,Overcast,70,2015-03-03 05:51:00<br />,2015-03-02 22:51:00,1,22,6,Regular
1456,2015-03-02 23:00:00,6.67,11:51 PM,11.1,9.4,89.0,1014.7,16.1,ESE,5.6,-,,,Overcast,110,2015-03-03 06:51:00<br />,2015-03-02 23:51:00,1,23,4,Regular
1457,2015-03-03 00:00:00,4.7,12:51 AM,11.1,8.3,83.0,1014.0,16.1,ENE,9.3,-,,,Overcast,70,2015-03-03 07:51:00<br />,2015-03-03 00:51:00,2,0,39,Regular
1458,2015-03-03 01:00:00,3.92,1:29 AM,11.7,9.4,86.0,1014.4,16.1,WNW,14.8,-,0.0,Rain,Light Rain,300,2015-03-03 08:29:00<br />,2015-03-03 01:29:00,2,1,62,Regular
1459,2015-03-03 02:00:00,3.77,2:51 AM,11.1,8.3,83.0,1013.0,16.1,East,7.4,-,,,Overcast,90,2015-03-03 09:51:00<br />,2015-03-03 02:51:00,2,2,71,Regular
1460,2015-03-03 03:00:00,3.64,3:51 AM,11.1,8.9,86.0,1012.3,16.1,East,9.3,-,,,Mostly Cloudy,90,2015-03-03 10:51:00<br />,2015-03-03 03:51:00,2,3,25,Regular
1461,2015-03-03 04:00:00,3.77,4:51 AM,10.6,8.3,86.0,1012.1,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-03-03 11:51:00<br />,2015-03-03 04:51:00,2,4,11,Regular
1462,2015-03-03 05:00:00,3.67,5:51 AM,10.0,8.3,89.0,1012.2,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-03-03 12:51:00<br />,2015-03-03 05:51:00,2,5,4,Regular
1463,2015-03-03 06:00:00,3.8,6:51 AM,9.4,8.3,93.0,1012.4,12.9,WSW,11.1,-,,,Scattered Clouds,240,2015-03-03 13:51:00<br />,2015-03-03 06:51:00,2,6,61,Regular
1464,2015-03-03 07:00:00,3.75,7:01 AM,8.9,8.3,96.0,1012.8,9.7,SSW,5.6,-,,,Scattered Clouds,210,2015-03-03 14:01:00<br />,2015-03-03 07:01:00,2,7,61,Regular
1465,2015-03-03 08:00:00,3.72,8:51 AM,10.6,9.4,92.0,1013.3,6.4,Calm,Calm,-,,Fog,Patches of Fog,0,2015-03-03 15:51:00<br />,2015-03-03 08:51:00,2,8,9,Regular
1466,2015-03-03 09:00:00,4.65,9:51 AM,13.3,8.9,75.0,1012.9,16.1,ESE,7.4,-,,,Scattered Clouds,120,2015-03-03 16:51:00<br />,2015-03-03 09:51:00,2,9,17,Regular
1467,2015-03-03 10:00:00,4.53,10:51 AM,15.0,6.7,58.0,1013.0,16.1,ENE,9.3,-,,,Partly Cloudy,70,2015-03-03 17:51:00<br />,2015-03-03 10:51:00,2,10,6,Regular
1468,2015-03-03 11:00:00,3.75,11:51 AM,17.2,6.7,50.0,1012.3,16.1,South,11.1,-,,,Mostly Cloudy,180,2015-03-03 18:51:00<br />,2015-03-03 11:51:00,2,11,63,Regular
1469,2015-03-03 12:00:00,3.67,12:51 PM,16.7,6.7,52.0,1011.4,16.1,SSE,11.1,-,,,Mostly Cloudy,150,2015-03-03 19:51:00<br />,2015-03-03 12:51:00,2,12,43,Regular
1470,2015-03-03 13:00:00,3.67,1:51 PM,16.7,3.3,41.0,1010.4,16.1,Calm,Calm,-,0.07,,Mostly Cloudy,0,2015-03-03 20:51:00<br />,2015-03-03 13:51:00,2,13,69,Regular
1471,2015-03-03 14:00:00,4.9,2:51 PM,16.7,6.7,52.0,1009.7,16.1,South,14.8,-,,,Mostly Cloudy,180,2015-03-03 21:51:00<br />,2015-03-03 14:51:00,2,14,12,Regular
1472,2015-03-03 15:00:00,5.31,3:51 PM,15.0,7.2,60.0,1009.6,16.1,SSW,14.8,-,,,Mostly Cloudy,210,2015-03-03 22:51:00<br />,2015-03-03 15:51:00,2,15,69,Regular
1473,2015-03-03 16:00:00,5.69,4:51 PM,15.6,5.6,51.0,1009.5,16.1,SW,14.8,-,,,Mostly Cloudy,220,2015-03-03 23:51:00<br />,2015-03-03 16:51:00,2,16,83,Regular
1474,2015-03-03 17:00:00,5.53,5:51 PM,16.1,4.4,46.0,1009.3,16.1,WSW,7.4,-,,,Mostly Cloudy,240,2015-03-04 00:51:00<br />,2015-03-03 17:51:00,2,17,75,Regular
1475,2015-03-03 18:00:00,5.97,6:51 PM,16.1,3.9,44.0,1009.5,16.1,West,9.3,-,,,Mostly Cloudy,260,2015-03-04 01:51:00<br />,2015-03-03 18:51:00,2,18,25,Regular
1476,2015-03-03 19:00:00,5.96,7:51 PM,15.0,4.4,49.0,1009.9,16.1,NW,11.1,-,,,Scattered Clouds,320,2015-03-04 02:51:00<br />,2015-03-03 19:51:00,2,19,72,Regular
1477,2015-03-03 20:00:00,4.7,8:51 PM,15.0,3.9,48.0,1010.0,16.1,NNW,9.3,-,,,Scattered Clouds,330,2015-03-04 03:51:00<br />,2015-03-03 20:51:00,2,20,8,Regular
1478,2015-03-03 21:00:00,6.34,9:51 PM,12.8,6.1,64.0,1010.4,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-03-04 04:51:00<br />,2015-03-03 21:51:00,2,21,5,Regular
1479,2015-03-03 22:00:00,5.44,10:51 PM,13.3,5.6,60.0,1010.7,16.1,West,7.4,-,,,Scattered Clouds,260,2015-03-04 05:51:00<br />,2015-03-03 22:51:00,2,22,88,Regular
1480,2015-03-03 23:00:00,5.54,11:51 PM,11.7,6.7,71.0,1010.7,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-03-04 06:51:00<br />,2015-03-03 23:51:00,2,23,59,Regular
1481,2015-03-04 00:00:00,6.11,12:51 AM,10.6,7.2,80.0,1010.7,16.1,SW,7.4,-,,,Clear,220,2015-03-04 07:51:00<br />,2015-03-04 00:51:00,3,0,56,Regular
1482,2015-03-04 01:00:00,4.49,1:51 AM,10.6,6.7,77.0,1010.8,16.1,WSW,5.6,-,,,Scattered Clouds,240,2015-03-04 08:51:00<br />,2015-03-04 01:51:00,3,1,51,Regular
1483,2015-03-04 02:00:00,4.32,2:51 AM,9.4,6.7,83.0,1010.8,16.1,SW,5.6,-,,,Partly Cloudy,220,2015-03-04 09:51:00<br />,2015-03-04 02:51:00,3,2,28,Regular
1484,2015-03-04 03:00:00,3.97,3:51 AM,8.9,6.7,86.0,1010.9,16.1,SW,5.6,-,,,Partly Cloudy,230,2015-03-04 10:51:00<br />,2015-03-04 03:51:00,3,3,77,Regular
1485,2015-03-04 04:00:00,3.56,4:51 AM,8.9,6.1,83.0,1011.0,16.1,WSW,9.3,-,,,Clear,240,2015-03-04 11:51:00<br />,2015-03-04 04:51:00,3,4,53,Regular
1486,2015-03-04 05:00:00,3.65,5:51 AM,8.9,5.6,80.0,1011.8,16.1,WSW,5.6,-,,,Clear,240,2015-03-04 12:51:00<br />,2015-03-04 05:51:00,3,5,54,Regular
1487,2015-03-04 06:00:00,3.6,6:51 AM,8.9,5.0,77.0,1012.4,16.1,West,7.4,-,,,Partly Cloudy,260,2015-03-04 13:51:00<br />,2015-03-04 06:51:00,3,6,78,Regular
1488,2015-03-04 07:00:00,3.81,7:51 AM,10.0,5.0,71.0,1013.4,16.1,WSW,7.4,-,,,Partly Cloudy,250,2015-03-04 14:51:00<br />,2015-03-04 07:51:00,3,7,33,Regular
1489,2015-03-04 08:00:00,3.67,8:51 AM,11.7,5.0,64.0,1014.5,16.1,WSW,5.6,-,,,Partly Cloudy,250,2015-03-04 15:51:00<br />,2015-03-04 08:51:00,3,8,39,Regular
1490,2015-03-04 09:00:00,4.46,9:51 AM,13.9,3.9,51.0,1015.3,16.1,South,7.4,-,,,Partly Cloudy,190,2015-03-04 16:51:00<br />,2015-03-04 09:51:00,3,9,10,Regular
1491,2015-03-04 10:00:00,4.39,10:51 AM,15.6,3.9,46.0,1015.3,16.1,WSW,11.1,-,,,Partly Cloudy,240,2015-03-04 17:51:00<br />,2015-03-04 10:51:00,3,10,46,Regular
1492,2015-03-04 11:00:00,3.65,11:51 AM,16.7,3.3,41.0,1015.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-03-04 18:51:00<br />,2015-03-04 11:51:00,3,11,30,Regular
1493,2015-03-04 12:00:00,3.63,12:51 PM,18.3,1.1,32.0,1015.1,16.1,Variable,7.4,-,,,Partly Cloudy,0,2015-03-04 19:51:00<br />,2015-03-04 12:51:00,3,12,23,Regular
1494,2015-03-04 13:00:00,3.7,1:51 PM,20.0,-2.2,22.0,1014.7,16.1,NW,16.7,-,,,Partly Cloudy,310,2015-03-04 20:51:00<br />,2015-03-04 13:51:00,3,13,31,Regular
1495,2015-03-04 14:00:00,4.88,2:51 PM,20.0,-2.8,21.0,1014.4,16.1,West,9.3,-,,,Partly Cloudy,280,2015-03-04 21:51:00<br />,2015-03-04 14:51:00,3,14,76,Regular
1496,2015-03-04 15:00:00,5.29,3:51 PM,21.0,1.0,27.0,1015.1,16.1,SW,24.1,29.6,,,Partly Cloudy,230,2015-03-04 22:51:00<br />,2015-03-04 15:51:00,3,15,93,Regular
1497,2015-03-04 16:00:00,5.42,4:51 PM,20.0,-1.7,23.0,1015.1,16.1,NNW,11.1,-,,,Partly Cloudy,340,2015-03-04 23:51:00<br />,2015-03-04 16:51:00,3,16,94,Regular
1498,2015-03-04 17:00:00,5.31,5:51 PM,19.4,0.6,28.0,1015.7,16.1,WSW,14.8,-,,,Partly Cloudy,250,2015-03-05 00:51:00<br />,2015-03-04 17:51:00,3,17,72,Regular
1499,2015-03-04 18:00:00,7.34,6:51 PM,18.9,1.1,30.0,1016.4,16.1,West,16.7,-,,,Clear,260,2015-03-05 01:51:00<br />,2015-03-04 18:51:00,3,18,61,Regular
1500,2015-03-04 19:00:00,6.04,7:51 PM,17.8,1.1,33.0,1017.3,16.1,West,16.7,-,,,Clear,270,2015-03-05 02:51:00<br />,2015-03-04 19:51:00,3,19,82,Regular
1501,2015-03-04 20:00:00,6.79,8:51 PM,17.2,0.6,33.0,1018.1,16.1,West,20.4,-,,,Clear,270,2015-03-05 03:51:00<br />,2015-03-04 20:51:00,3,20,45,Regular
1502,2015-03-04 21:00:00,7.29,9:51 PM,15.6,0.6,36.0,1018.8,16.1,West,14.8,-,,,Clear,260,2015-03-05 04:51:00<br />,2015-03-04 21:51:00,3,21,96,Regular
1503,2015-03-04 22:00:00,7.11,10:51 PM,15.6,1.1,38.0,1019.7,16.1,West,5.6,-,,,Clear,270,2015-03-05 05:51:00<br />,2015-03-04 22:51:00,3,22,25,Regular
1504,2015-03-04 23:00:00,6.74,11:51 PM,13.3,3.3,51.0,1020.1,16.1,Calm,Calm,-,,,Clear,0,2015-03-05 06:51:00<br />,2015-03-04 23:51:00,3,23,51,Regular
1505,2015-03-05 00:00:00,6.54,12:51 AM,12.8,2.8,51.0,1020.4,16.1,Calm,Calm,-,,,Clear,0,2015-03-05 07:51:00<br />,2015-03-05 00:51:00,4,0,66,Regular
1506,2015-03-05 01:00:00,4.77,1:51 AM,11.7,3.3,57.0,1020.6,16.1,ESE,5.6,-,,,Clear,120,2015-03-05 08:51:00<br />,2015-03-05 01:51:00,4,1,69,Regular
1507,2015-03-05 02:00:00,4.24,2:51 AM,10.6,3.9,63.0,1021.0,16.1,Calm,Calm,-,,,Clear,0,2015-03-05 09:51:00<br />,2015-03-05 02:51:00,4,2,25,Regular
1508,2015-03-05 03:00:00,3.79,3:51 AM,10.0,3.3,63.0,1021.1,16.1,Calm,Calm,-,,,Clear,0,2015-03-05 10:51:00<br />,2015-03-05 03:51:00,4,3,89,Regular
1509,2015-03-05 04:00:00,3.7,4:51 AM,10.0,0.0,50.0,1021.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-03-05 11:51:00<br />,2015-03-05 04:51:00,4,4,31,Regular
1510,2015-03-05 05:00:00,3.88,5:51 AM,8.9,0.6,56.0,1022.5,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-03-05 12:51:00<br />,2015-03-05 05:51:00,4,5,89,Regular
1511,2015-03-05 06:00:00,3.84,6:51 AM,7.8,2.2,68.0,1023.2,16.1,Calm,Calm,-,,,Clear,0,2015-03-05 13:51:00<br />,2015-03-05 06:51:00,4,6,94,Regular
1512,2015-03-05 07:00:00,4.08,7:51 AM,11.1,1.1,50.0,1024.2,16.1,Calm,Calm,-,,,Clear,0,2015-03-05 14:51:00<br />,2015-03-05 07:51:00,4,7,38,Regular
1513,2015-03-05 08:00:00,3.93,8:51 AM,14.4,-7.2,22.0,1024.7,16.1,NNE,22.2,-,,,Clear,30,2015-03-05 15:51:00<br />,2015-03-05 08:51:00,4,8,86,Regular
1514,2015-03-05 09:00:00,4.95,9:51 AM,16.1,-9.4,17.0,1025.2,16.1,ENE,18.5,-,,,Clear,60,2015-03-05 16:51:00<br />,2015-03-05 09:51:00,4,9,66,Regular
1515,2015-03-05 10:00:00,4.48,10:51 AM,18.3,-8.9,15.0,1025.0,16.1,ENE,14.8,-,,,Clear,60,2015-03-05 17:51:00<br />,2015-03-05 10:51:00,4,10,37,Regular
1516,2015-03-05 11:00:00,3.89,11:51 AM,19.4,-8.9,14.0,1024.4,16.1,ENE,18.5,-,,,Clear,60,2015-03-05 18:51:00<br />,2015-03-05 11:51:00,4,11,46,Regular
1517,2015-03-05 12:00:00,3.69,12:51 PM,20.6,-9.4,13.0,1023.3,16.1,East,13.0,-,,,Clear,80,2015-03-05 19:51:00<br />,2015-03-05 12:51:00,4,12,91,Regular
1518,2015-03-05 13:00:00,3.78,1:51 PM,22.2,-9.4,11.0,1022.0,16.1,Variable,5.6,-,,,Clear,0,2015-03-05 20:51:00<br />,2015-03-05 13:51:00,4,13,25,Regular
1519,2015-03-05 14:00:00,5.24,2:51 PM,22.2,-10.6,10.0,1021.0,16.1,East,13.0,-,,,Clear,80,2015-03-05 21:51:00<br />,2015-03-05 14:51:00,4,14,93,Regular
1520,2015-03-05 15:00:00,10.44,3:51 PM,22.8,-12.2,9.0,1020.4,16.1,NE,11.1,-,,,Clear,50,2015-03-05 22:51:00<br />,2015-03-05 15:51:00,4,15,9,Regular
1521,2015-03-05 16:00:00,5.38,4:51 PM,23.3,-11.1,9.0,1019.8,16.1,Calm,Calm,-,,,Clear,0,2015-03-05 23:51:00<br />,2015-03-05 16:51:00,4,16,91,Regular
1522,2015-03-05 17:00:00,5.79,5:51 PM,22.8,-10.6,10.0,1019.8,16.1,Calm,Calm,-,,,Clear,0,2015-03-06 00:51:00<br />,2015-03-05 17:51:00,4,17,25,Regular
1523,2015-03-05 18:00:00,6.11,6:51 PM,22.8,-10.6,10.0,1020.1,16.1,Calm,Calm,-,,,Clear,0,2015-03-06 01:51:00<br />,2015-03-05 18:51:00,4,18,83,Regular
1524,2015-03-05 19:00:00,6.29,7:51 PM,18.9,-0.6,27.0,1020.4,16.1,SW,5.6,-,,,Clear,230,2015-03-06 02:51:00<br />,2015-03-05 19:51:00,4,19,15,Regular
1525,2015-03-05 20:00:00,5.34,8:51 PM,18.9,-6.1,18.0,1020.4,16.1,West,7.4,-,,,Clear,280,2015-03-06 03:51:00<br />,2015-03-05 20:51:00,4,20,8,Regular
1526,2015-03-05 21:00:00,5.41,9:51 PM,16.7,-2.8,26.0,1020.7,16.1,Calm,Calm,-,,,Clear,0,2015-03-06 04:51:00<br />,2015-03-05 21:51:00,4,21,5,Regular
