,timestamp,energy,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp.1,weekday,hour
2031,2015-03-29 22:00:00,38.625,Partly Cloudy,2015-03-30 02:56:00<br />,-11.6,,-,36.0,,1015.4,2.2,10:56 PM,,16.1,South,20.4,170,2015-03-29 22:56:00,7,22
2032,2015-03-29 23:00:00,41.375,Overcast,2015-03-30 03:56:00<br />,-11.6,,-,36.0,,1014.3,2.2,11:56 PM,,16.1,South,20.4,190,2015-03-29 23:56:00,7,23
2033,2015-03-30 00:00:00,49.20000076,Overcast,2015-03-30 04:56:00<br />,-12.2,,-,33.0,,1013.4,2.7,12:56 AM,,16.1,South,16.7,190,2015-03-30 00:56:00,1,0
2034,2015-03-30 01:00:00,47.34999847,Overcast,2015-03-30 05:56:00<br />,-10.0,,38.9,39.0,,1012.0,2.7,1:56 AM,,16.1,SSW,31.5,200,2015-03-30 01:56:00,1,1
2035,2015-03-30 02:00:00,45.625,Overcast,2015-03-30 06:56:00<br />,-6.6,,33.3,55.0,0.0,1010.7,1.6,2:56 AM,,16.1,South,25.9,190,2015-03-30 02:56:00,1,2
2036,2015-03-30 03:00:00,48.02499771,Overcast,2015-03-30 07:56:00<br />,-8.3,,31.5,46.0,,1008.9,2.2,3:56 AM,,16.1,South,18.5,180,2015-03-30 03:56:00,1,3
2037,2015-03-30 04:00:00,47.20000076,Overcast,2015-03-30 08:56:00<br />,-7.7,,-,48.0,,1007.8,2.2,4:56 AM,,16.1,South,16.7,190,2015-03-30 04:56:00,1,4
2038,2015-03-30 05:00:00,46.84999847,Overcast,2015-03-30 09:19:00<br />,-7.0,,38.9,48.0,,1006.7,3.0,5:19 AM,,16.1,South,22.2,190,2015-03-30 05:19:00,1,5
2039,2015-03-30 06:00:00,47.84999847,Overcast,2015-03-30 10:19:00<br />,-7.0,,29.6,52.0,,1006.3,2.0,6:19 AM,,16.1,South,18.5,190,2015-03-30 06:19:00,1,6
2040,2015-03-30 07:00:00,44.57500076,Overcast,2015-03-30 11:56:00<br />,-2.7,,-,73.0,0.0,1006.8,1.6,7:56 AM,,16.1,South,16.7,180,2015-03-30 07:56:00,1,7
2041,2015-03-30 08:00:00,47.42499924,Light Rain,2015-03-30 12:56:00<br />,-0.5,Rain,-,86.0,0.0,1007.3,1.6,8:56 AM,,6.4,SSW,14.8,210,2015-03-30 08:56:00,1,8
2042,2015-03-30 09:00:00,49.47499847,Light Rain,2015-03-30 13:56:00<br />,0.0,Rain,-,89.0,0.0,1007.7,1.6,9:56 AM,,6.4,SW,11.1,230,2015-03-30 09:56:00,1,9
2043,2015-03-30 10:00:00,54.80000305,Overcast,2015-03-30 14:56:00<br />,-2.7,,48.2,65.0,0.0,1008.1,3.3,10:56 AM,,16.1,WNW,40.7,290,2015-03-30 10:56:00,1,10
2044,2015-03-30 11:00:00,50.92499924,Overcast,2015-03-30 15:56:00<br />,-2.7,,-,65.0,,1008.1,3.3,11:56 AM,,16.1,West,20.4,280,2015-03-30 11:56:00,1,11
2045,2015-03-30 12:00:00,42.02500153,Light Rain,2015-03-30 16:56:00<br />,-2.7,Rain,44.4,63.0,0.0,1008.5,3.8,12:56 PM,,16.1,West,25.9,280,2015-03-30 12:56:00,1,12
2046,2015-03-30 13:00:00,39.92499924,Overcast,2015-03-30 17:56:00<br />,-2.2,,40.7,65.0,0.0,1008.8,3.8,1:56 PM,,16.1,West,27.8,270,2015-03-30 13:56:00,1,13
2047,2015-03-30 14:00:00,50.20000076,Overcast,2015-03-30 18:56:00<br />,-2.7,,37.0,60.0,0.0,1008.8,4.4,2:56 PM,,16.1,West,25.9,280,2015-03-30 14:56:00,1,14
2048,2015-03-30 15:00:00,49.09999847,Mostly Cloudy,2015-03-30 19:56:00<br />,-3.8,,-,52.0,0.0,1008.6,5.5,3:56 PM,,16.1,WNW,25.9,290,2015-03-30 15:56:00,1,15
2049,2015-03-30 16:00:00,52.20000076,Mostly Cloudy,2015-03-30 20:56:00<br />,-3.3,,-,53.0,0.0,1008.8,5.5,4:56 PM,,16.1,WNW,24.1,300,2015-03-30 16:56:00,1,16
2050,2015-03-30 17:00:00,48.42499924,Light Rain Showers,2015-03-30 21:40:00<br />,0.0,Rain-Snow,-,81.0,0.0,1009.0,3.0,5:40 PM,,9.7,NW,22.2,320,2015-03-30 17:40:00,1,17
2051,2015-03-30 18:00:00,46.54999924,Light Snow Showers,2015-03-30 22:31:00<br />,0.0,Snow,-,93.0,0.02,1009.0,1.0,6:31 PM,,2.4,NW,18.5,320,2015-03-30 18:31:00,1,18
2052,2015-03-30 19:00:00,43.79999924,Mostly Cloudy,2015-03-30 23:30:00<br />,1.0,,-,100.0,0.0,1009.4,1.0,7:30 PM,,16.1,WSW,13.0,250,2015-03-30 19:30:00,1,19
2053,2015-03-30 20:00:00,45.92499924,Mostly Cloudy,2015-03-31 00:56:00<br />,-0.5,,-,86.0,,1011.4,1.6,8:56 PM,,16.1,West,14.8,280,2015-03-30 20:56:00,1,20
2054,2015-03-30 21:00:00,42.0,Mostly Cloudy,2015-03-31 01:56:00<br />,-1.1,,-,85.0,,1011.8,1.1,9:56 PM,,16.1,West,13.0,280,2015-03-30 21:56:00,1,21
2055,2015-03-30 22:00:00,38.75,Mostly Cloudy,2015-03-31 02:41:00<br />,-2.0,,-,81.0,,1011.1,1.0,10:41 PM,,16.1,NW,11.1,310,2015-03-30 22:41:00,1,22
2056,2015-03-30 23:00:00,41.07500076,Overcast,2015-03-31 03:23:00<br />,-2.0,,-,81.0,,1011.1,1.0,11:23 PM,,16.1,WNW,16.7,300,2015-03-30 23:23:00,1,23
2057,2015-03-31 00:00:00,50.34999847,Mostly Cloudy,2015-03-31 04:56:00<br />,-3.8,,-,76.0,,1012.1,0.0,12:56 AM,,16.1,WNW,16.7,300,2015-03-31 00:56:00,2,0
2058,2015-03-31 01:00:00,49.57500076,Scattered Clouds,2015-03-31 05:56:00<br />,-4.4,,-,79.0,,1012.3,-1.1,1:56 AM,,16.1,WNW,11.1,300,2015-03-31 01:56:00,2,1
2059,2015-03-31 02:00:00,47.15000153,Overcast,2015-03-31 06:56:00<br />,-4.4,,-,73.0,,1012.1,0.0,2:56 AM,,16.1,WNW,18.5,290,2015-03-31 02:56:00,2,2
2060,2015-03-31 03:00:00,48.72499847,Overcast,2015-03-31 07:18:00<br />,-4.0,,-,80.0,,1010.7,-1.0,3:18 AM,,16.1,WNW,16.7,290,2015-03-31 03:18:00,2,3
2061,2015-03-31 04:00:00,48.72499847,Overcast,2015-03-31 08:20:00<br />,-5.0,,-,75.0,,1010.7,-1.0,4:20 AM,,16.1,West,11.1,280,2015-03-31 04:20:00,2,4
2062,2015-03-31 05:00:00,48.40000153,Overcast,2015-03-31 09:56:00<br />,-5.0,,-,75.0,,1012.1,-1.1,5:56 AM,,16.1,West,11.1,280,2015-03-31 05:56:00,2,5
2063,2015-03-31 06:00:00,58.29999924,Overcast,2015-03-31 10:21:00<br />,-5.0,,-,75.0,,1011.4,-1.0,6:21 AM,,16.1,West,11.1,270,2015-03-31 06:21:00,2,6
2064,2015-03-31 07:00:00,46.67499924,Mostly Cloudy,2015-03-31 11:56:00<br />,-5.0,,-,72.0,,1011.9,-0.5,7:56 AM,,16.1,West,5.6,280,2015-03-31 07:56:00,2,7
2065,2015-03-31 08:00:00,48.25,Scattered Clouds,2015-03-31 12:56:00<br />,-4.4,,-,70.0,,1011.6,0.5,8:56 AM,,16.1,West,7.4,280,2015-03-31 08:56:00,2,8
2066,2015-03-31 09:00:00,49.40000153,Scattered Clouds,2015-03-31 13:56:00<br />,-3.8,,-,73.0,,1011.2,0.5,9:56 AM,,16.1,Variable,7.4,0,2015-03-31 09:56:00,2,9
2067,2015-03-31 10:00:00,50.42499924,Overcast,2015-03-31 14:56:00<br />,-5.0,,-,62.0,,1010.4,1.6,10:56 AM,,16.1,Calm,Calm,0,2015-03-31 10:56:00,2,10
2068,2015-03-31 11:00:00,40.72499847,Overcast,2015-03-31 15:56:00<br />,-6.1,,-,59.0,,1009.8,1.1,11:56 AM,,16.1,NE,7.4,50,2015-03-31 11:56:00,2,11
2069,2015-03-31 12:00:00,42.34999847,Overcast,2015-03-31 16:56:00<br />,-5.5,,-,60.0,,1009.6,1.6,12:56 PM,,16.1,Calm,Calm,0,2015-03-31 12:56:00,2,12
2070,2015-03-31 13:00:00,42.95000076,Light Snow Showers,2015-03-31 17:22:00<br />,-6.0,Rain-Snow,-,56.0,0.0,1008.4,2.0,1:22 PM,,6.4,Calm,Calm,0,2015-03-31 13:22:00,2,13
2071,2015-03-31 14:00:00,43.75,Light Snow Showers,2015-03-31 18:27:00<br />,-3.0,Rain-Snow,-,75.0,0.0,1008.4,1.0,2:27 PM,,6.4,Calm,Calm,0,2015-03-31 14:27:00,2,14
2072,2015-03-31 15:00:00,46.625,Light Snow,2015-03-31 19:31:00<br />,-2.0,Snow,-,81.0,0.0,1008.4,1.0,3:31 PM,,3.2,Calm,Calm,0,2015-03-31 15:31:00,2,15
2073,2015-03-31 16:00:00,51.67499924,Light Snow Showers,2015-03-31 20:56:00<br />,-2.7,Snow,-,79.0,0.0,1009.7,0.5,4:56 PM,,11.3,North,9.3,350,2015-03-31 16:56:00,2,16
2074,2015-03-31 17:00:00,46.52500153,Mostly Cloudy,2015-03-31 21:56:00<br />,-2.7,,-,79.0,0.0,1010.1,0.5,5:56 PM,,16.1,NNW,7.4,330,2015-03-31 17:56:00,2,17
2075,2015-03-31 18:00:00,47.77500153,Scattered Clouds,2015-03-31 22:56:00<br />,-3.3,,-,79.0,,1010.9,0.0,6:56 PM,,16.1,NW,9.3,310,2015-03-31 18:56:00,2,18
2076,2015-03-31 19:00:00,46.17499924,Scattered Clouds,2015-03-31 23:56:00<br />,-3.8,,-,82.0,,1011.5,-1.1,7:56 PM,,16.1,NNW,5.6,340,2015-03-31 19:56:00,2,19
2077,2015-03-31 20:00:00,42.92499924,Scattered Clouds,2015-04-01 00:56:00<br />,-3.8,,-,85.0,,1012.4,-1.6,8:56 PM,,16.1,NNW,5.6,340,2015-03-31 20:56:00,2,20
2078,2015-03-31 21:00:00,41.22499847,Clear,2015-04-01 01:56:00<br />,-5.0,,-,91.0,,1013.0,-3.8,9:56 PM,,16.1,Calm,Calm,0,2015-03-31 21:56:00,2,21
2079,2015-03-31 22:00:00,40.20000076,Clear,2015-04-01 02:56:00<br />,-6.1,,-,92.0,,1013.4,-5.0,10:56 PM,,16.1,Calm,Calm,0,2015-03-31 22:56:00,2,22
2080,2015-03-31 23:00:00,43.95000076,Clear,2015-04-01 03:56:00<br />,-6.1,,-,96.0,,1014.3,-5.5,11:56 PM,,16.1,Calm,Calm,0,2015-03-31 23:56:00,2,23
2081,2015-04-01 00:00:00,49.32500076,Clear,2015-04-01 04:56:00<br />,-6.6,,-,92.0,,1014.6,-5.5,12:56 AM,,16.1,Calm,Calm,0,2015-04-01 00:56:00,3,0
2082,2015-04-01 01:00:00,49.125,Clear,2015-04-01 05:56:00<br />,-7.2,,-,92.0,,1014.9,-6.1,1:56 AM,,16.1,Calm,Calm,0,2015-04-01 01:56:00,3,1
2083,2015-04-01 02:00:00,47.47499847,Clear,2015-04-01 06:56:00<br />,-8.3,,-,92.0,,1015.1,-7.2,2:56 AM,,16.1,Calm,Calm,0,2015-04-01 02:56:00,3,2
2084,2015-04-01 03:00:00,47.0,Clear,2015-04-01 07:56:00<br />,-7.7,,-,92.0,,1015.4,-6.6,3:56 AM,,16.1,Calm,Calm,0,2015-04-01 03:56:00,3,3
2085,2015-04-01 04:00:00,47.25,Clear,2015-04-01 08:56:00<br />,-8.3,,-,92.0,,1015.8,-7.2,4:56 AM,,16.1,Calm,Calm,0,2015-04-01 04:56:00,3,4
2086,2015-04-01 05:00:00,47.22499847,Clear,2015-04-01 09:56:00<br />,-8.3,,-,92.0,,1016.6,-7.2,5:56 AM,,16.1,North,5.6,350,2015-04-01 05:56:00,3,5
2087,2015-04-01 06:00:00,45.82500076,Scattered Clouds,2015-04-01 10:19:00<br />,-7.0,,-,100.0,,1015.5,-7.0,6:19 AM,,16.1,North,5.6,360,2015-04-01 06:19:00,3,6
2088,2015-04-01 07:00:00,44.29999924,Mostly Cloudy,2015-04-01 11:56:00<br />,-5.0,,-,88.0,,1018.8,-3.3,7:56 AM,,16.1,NNW,7.4,330,2015-04-01 07:56:00,3,7
2089,2015-04-01 08:00:00,47.15000153,Overcast,2015-04-01 12:26:00<br />,-4.0,,-,93.0,,1017.8,-3.0,8:26 AM,,16.1,NNW,11.1,330,2015-04-01 08:26:00,3,8
2090,2015-04-01 09:00:00,45.97499847,Overcast,2015-04-01 13:56:00<br />,-3.8,,-,85.0,,1020.6,-1.6,9:56 AM,,16.1,NW,9.3,310,2015-04-01 09:56:00,3,9
2091,2015-04-01 10:00:00,51.02500153,Scattered Clouds,2015-04-01 14:35:00<br />,-4.0,,-,75.0,,1019.5,0.0,10:35 AM,,16.1,NW,7.4,310,2015-04-01 10:35:00,3,10
2092,2015-04-01 11:00:00,44.02500153,Partly Cloudy,2015-04-01 15:56:00<br />,-10.0,,-,42.0,,1021.8,1.6,11:56 AM,,16.1,NNW,18.5,330,2015-04-01 11:56:00,3,11
2093,2015-04-01 12:00:00,48.54999924,Clear,2015-04-01 16:56:00<br />,-10.5,,-,39.0,,1022.1,2.2,12:56 PM,,16.1,NNW,16.7,340,2015-04-01 12:56:00,3,12
2094,2015-04-01 13:00:00,51.875,Clear,2015-04-01 17:56:00<br />,-10.5,,-,38.0,,1022.3,2.7,1:56 PM,,16.1,NNW,13.0,340,2015-04-01 13:56:00,3,13
2095,2015-04-01 14:00:00,50.27500153,Clear,2015-04-01 18:56:00<br />,-9.4,,-,39.0,,1022.5,3.3,2:56 PM,,16.1,NW,20.4,310,2015-04-01 14:56:00,3,14
2096,2015-04-01 15:00:00,46.67500305,Clear,2015-04-01 19:56:00<br />,-9.4,,-,38.0,,1022.8,3.8,3:56 PM,,16.1,NNW,14.8,340,2015-04-01 15:56:00,3,15
2097,2015-04-01 16:00:00,52.22499847,Clear,2015-04-01 20:56:00<br />,-8.8,,-,38.0,,1022.6,4.4,4:56 PM,,16.1,North,11.1,350,2015-04-01 16:56:00,3,16
2098,2015-04-01 17:00:00,48.625,Clear,2015-04-01 21:56:00<br />,-8.8,,-,40.0,,1022.5,3.8,5:56 PM,,16.1,NNW,9.3,330,2015-04-01 17:56:00,3,17
2099,2015-04-01 18:00:00,46.82500076,Clear,2015-04-01 22:56:00<br />,-8.3,,-,43.0,,1022.8,3.3,6:56 PM,,16.1,ENE,5.6,60,2015-04-01 18:56:00,3,18
2100,2015-04-01 19:00:00,44.95000076,Clear,2015-04-01 23:56:00<br />,-8.3,,-,52.0,,1022.4,0.5,7:56 PM,,16.1,ENE,5.6,70,2015-04-01 19:56:00,3,19
2101,2015-04-01 20:00:00,43.44999695,Clear,2015-04-02 00:56:00<br />,-8.8,,-,56.0,,1022.9,-1.1,8:56 PM,,16.1,East,5.6,80,2015-04-01 20:56:00,3,20
2102,2015-04-01 21:00:00,41.17499924,Clear,2015-04-02 01:56:00<br />,-8.8,,-,63.0,,1022.7,-2.7,9:56 PM,,16.1,East,7.4,80,2015-04-01 21:56:00,3,21
2103,2015-04-01 22:00:00,40.17499924,Clear,2015-04-02 02:56:00<br />,-7.7,,-,69.0,,1022.2,-2.7,10:56 PM,,16.1,East,7.4,100,2015-04-01 22:56:00,3,22
2104,2015-04-01 23:00:00,41.22499847,Clear,2015-04-02 03:56:00<br />,-7.7,,-,75.0,,1022.5,-3.8,11:56 PM,,16.1,East,5.6,100,2015-04-01 23:56:00,3,23
2105,2015-04-02 00:00:00,51.97499847,Clear,2015-04-02 04:56:00<br />,-8.3,,-,75.0,,1022.8,-4.4,12:56 AM,,16.1,East,7.4,80,2015-04-02 00:56:00,4,0
2106,2015-04-02 01:00:00,47.90000153,Clear,2015-04-02 05:56:00<br />,-8.3,,-,71.0,,1022.7,-3.8,1:56 AM,,16.1,Calm,Calm,0,2015-04-02 01:56:00,4,1
2107,2015-04-02 02:00:00,46.875,Clear,2015-04-02 06:56:00<br />,-8.8,,-,63.0,,1021.6,-2.7,2:56 AM,,16.1,SSE,7.4,160,2015-04-02 02:56:00,4,2
2108,2015-04-02 03:00:00,46.72499847,Scattered Clouds,2015-04-02 07:56:00<br />,-6.6,,-,57.0,,1020.9,1.1,3:56 AM,,16.1,South,11.1,170,2015-04-02 03:56:00,4,3
2109,2015-04-02 04:00:00,47.15000153,Overcast,2015-04-02 08:56:00<br />,-5.0,,-,57.0,,1020.9,2.7,4:56 AM,,16.1,South,9.3,170,2015-04-02 04:56:00,4,4
2110,2015-04-02 05:00:00,49.0,Overcast,2015-04-02 09:56:00<br />,-3.3,,-,62.0,,1020.8,3.3,5:56 AM,,16.1,SSE,11.1,150,2015-04-02 05:56:00,4,5
2111,2015-04-02 06:00:00,48.22499847,Mostly Cloudy,2015-04-02 10:19:00<br />,-3.0,,-,65.0,,1019.5,3.0,6:19 AM,,16.1,SSE,13.0,160,2015-04-02 06:19:00,4,6
2112,2015-04-02 07:00:00,47.97499847,Scattered Clouds,2015-04-02 11:56:00<br />,-2.7,,-,63.0,,1020.6,3.8,7:56 AM,,16.1,South,14.8,170,2015-04-02 07:56:00,4,7
2113,2015-04-02 08:00:00,49.02500153,Partly Cloudy,2015-04-02 12:56:00<br />,-2.7,,-,56.0,,1019.8,5.5,8:56 AM,,16.1,South,18.5,170,2015-04-02 08:56:00,4,8
2114,2015-04-02 09:00:00,48.75,Clear,2015-04-02 13:56:00<br />,-2.2,,-,48.0,,1018.5,8.3,9:56 AM,,16.1,SSE,18.5,160,2015-04-02 09:56:00,4,9
2115,2015-04-02 10:00:00,50.125,Clear,2015-04-02 14:56:00<br />,-2.2,,29.6,38.0,,1017.5,11.6,10:56 AM,,16.1,South,22.2,180,2015-04-02 10:56:00,4,10
2116,2015-04-02 11:00:00,42.57500076,Clear,2015-04-02 15:56:00<br />,-2.7,,40.7,32.0,,1015.6,13.8,11:56 AM,,16.1,South,25.9,190,2015-04-02 11:56:00,4,11
2117,2015-04-02 12:00:00,40.27500153,Clear,2015-04-02 16:56:00<br />,-2.7,,37.0,29.0,,1014.3,15.5,12:56 PM,,16.1,South,22.2,190,2015-04-02 12:56:00,4,12
2118,2015-04-02 13:00:00,40.45000076,Clear,2015-04-02 17:56:00<br />,-2.2,,-,27.0,,1013.3,17.2,1:56 PM,,16.1,South,29.6,170,2015-04-02 13:56:00,4,13
2119,2015-04-02 14:00:00,41.02500153,Clear,2015-04-02 18:56:00<br />,-3.3,,38.9,24.0,,1012.1,17.7,2:56 PM,,16.1,SSW,31.5,200,2015-04-02 14:56:00,4,14
2120,2015-04-02 15:00:00,40.65000153,Scattered Clouds,2015-04-02 19:56:00<br />,-2.2,,-,27.0,,1011.3,17.2,3:56 PM,,16.1,SSW,29.6,200,2015-04-02 15:56:00,4,15
2121,2015-04-02 16:00:00,35.79999924,Mostly Cloudy,2015-04-02 20:56:00<br />,-1.6,,-,30.0,,1010.6,16.1,4:56 PM,,16.1,SSW,24.1,210,2015-04-02 16:56:00,4,16
2122,2015-04-02 17:00:00,36.40000153,Mostly Cloudy,2015-04-02 21:56:00<br />,-0.5,,-,31.0,,1009.9,16.6,5:56 PM,,16.1,South,33.3,190,2015-04-02 17:56:00,4,17
2123,2015-04-02 18:00:00,36.04999924,Mostly Cloudy,2015-04-02 22:56:00<br />,0.5,,-,37.0,0.0,1009.1,15.0,6:56 PM,,16.1,South,20.4,180,2015-04-02 18:56:00,4,18
2124,2015-04-02 19:00:00,32.54999924,Overcast,2015-04-02 23:56:00<br />,2.2,,37.0,44.0,0.0,1008.8,14.4,7:56 PM,,16.1,South,24.1,190,2015-04-02 19:56:00,4,19
2125,2015-04-02 20:00:00,33.72499847,Overcast,2015-04-03 00:56:00<br />,3.8,,40.7,49.0,,1009.5,14.4,8:56 PM,,16.1,SSW,25.9,210,2015-04-02 20:56:00,4,20
2126,2015-04-02 21:00:00,36.95000076,Light Rain,2015-04-03 01:56:00<br />,6.6,Rain,40.7,62.0,0.0,1008.5,13.8,9:56 PM,,16.1,SSW,31.5,200,2015-04-02 21:56:00,4,21
2127,2015-04-02 22:00:00,34.375,Light Rain,2015-04-03 02:56:00<br />,8.3,Rain,33.3,77.0,0.0,1008.4,12.2,10:56 PM,,16.1,South,22.2,190,2015-04-02 22:56:00,4,22
2128,2015-04-02 23:00:00,40.95000076,Light Rain,2015-04-03 03:22:00<br />,9.0,Rain,31.5,82.0,0.01,1008.0,12.0,11:22 PM,,16.1,South,18.5,190,2015-04-02 23:22:00,4,23
2129,2015-04-03 00:00:00,46.25,Overcast,2015-04-03 04:21:00<br />,9.0,,-,82.0,0.0,1008.0,12.0,12:21 AM,,16.1,South,20.4,190,2015-04-03 00:21:00,5,0
2130,2015-04-03 01:00:00,43.07500076,Overcast,2015-04-03 05:37:00<br />,9.0,,-,77.0,,1007.7,13.0,1:37 AM,,16.1,South,11.1,190,2015-04-03 01:37:00,5,1
2131,2015-04-03 02:00:00,46.65000153,Light Rain,2015-04-03 06:03:00<br />,9.0,Rain,-,77.0,0.0,1008.0,13.0,2:03 AM,,16.1,SSW,11.1,200,2015-04-03 02:03:00,5,2
2132,2015-04-03 03:00:00,48.5,Light Rain,2015-04-03 07:06:00<br />,11.0,Rain,-,94.0,0.0,1008.7,12.0,3:06 AM,,9.7,NW,11.1,320,2015-04-03 03:06:00,5,3
2133,2015-04-03 04:00:00,47.32500076,Overcast,2015-04-03 08:28:00<br />,11.0,,-,100.0,0.0,1009.7,11.0,4:28 AM,,11.3,NW,18.5,320,2015-04-03 04:28:00,5,4
2134,2015-04-03 05:00:00,47.70000076,Overcast,2015-04-03 09:28:00<br />,9.0,,-,94.0,,1010.0,10.0,5:28 AM,,11.3,NW,13.0,310,2015-04-03 05:28:00,5,5
2135,2015-04-03 06:00:00,48.09999847,Overcast,2015-04-03 10:04:00<br />,9.0,,-,100.0,,1010.0,9.0,6:04 AM,,8.0,North,5.6,350,2015-04-03 06:04:00,5,6
2136,2015-04-03 07:00:00,48.72499847,Mostly Cloudy,2015-04-03 11:56:00<br />,8.3,,-,100.0,,1009.3,8.3,7:56 AM,,6.4,SE,7.4,130,2015-04-03 07:56:00,5,7
2137,2015-04-03 08:00:00,50.52500153,Patches of Fog,2015-04-03 12:56:00<br />,7.7,Fog,-,96.0,,1010.2,8.3,8:56 AM,,6.4,Calm,Calm,0,2015-04-03 08:56:00,5,8
2138,2015-04-03 09:00:00,49.75,Patches of Fog,2015-04-03 13:05:00<br />,8.0,Fog,-,100.0,,1010.0,8.0,9:05 AM,,6.4,Calm,Calm,0,2015-04-03 09:05:00,5,9
2139,2015-04-03 10:00:00,50.15000153,Partly Cloudy,2015-04-03 14:56:00<br />,8.3,,-,80.0,,1011.1,11.6,10:56 AM,,16.1,Calm,Calm,0,2015-04-03 10:56:00,5,10
2140,2015-04-03 11:00:00,42.65000153,Clear,2015-04-03 15:56:00<br />,7.7,,-,69.0,,1010.9,13.3,11:56 AM,,16.1,Calm,Calm,0,2015-04-03 11:56:00,5,11
2141,2015-04-03 12:00:00,39.32500076,Partly Cloudy,2015-04-03 16:56:00<br />,6.6,,-,60.0,,1010.0,14.4,12:56 PM,,16.1,Variable,7.4,0,2015-04-03 12:56:00,5,12
2142,2015-04-03 13:00:00,42.29999924,Clear,2015-04-03 17:56:00<br />,5.0,,-,51.0,,1009.3,15.0,1:56 PM,,16.1,ESE,5.6,120,2015-04-03 13:56:00,5,13
2143,2015-04-03 14:00:00,41.29999924,Clear,2015-04-03 18:56:00<br />,0.0,,-,33.0,,1008.5,16.6,2:56 PM,,16.1,Calm,Calm,0,2015-04-03 14:56:00,5,14
2144,2015-04-03 15:00:00,40.32500076,Mostly Cloudy,2015-04-03 19:56:00<br />,2.2,,-,41.0,,1007.8,15.5,3:56 PM,,16.1,East,5.6,80,2015-04-03 15:56:00,5,15
2145,2015-04-03 16:00:00,34.82500076,Scattered Clouds,2015-04-03 20:56:00<br />,2.2,,-,41.0,,1006.6,15.5,4:56 PM,,16.1,East,11.1,80,2015-04-03 16:56:00,5,16
2146,2015-04-03 17:00:00,37.15000153,Overcast,2015-04-03 21:56:00<br />,2.2,,-,44.0,,1007.1,14.4,5:56 PM,,16.1,NE,7.4,40,2015-04-03 17:56:00,5,17
2147,2015-04-03 18:00:00,35.57500076,Overcast,2015-04-03 22:56:00<br />,1.6,,-,45.0,,1007.2,13.3,6:56 PM,,16.1,Calm,Calm,0,2015-04-03 18:56:00,5,18
2148,2015-04-03 19:00:00,33.875,Overcast,2015-04-03 23:56:00<br />,3.3,,-,59.0,0.0,1006.5,11.1,7:56 PM,,16.1,NNE,7.4,30,2015-04-03 19:56:00,5,19
2149,2015-04-03 20:00:00,34.90000153,Overcast,2015-04-04 00:56:00<br />,3.8,,-,68.0,,1006.4,9.4,8:56 PM,,16.1,North,5.6,360,2015-04-03 20:56:00,5,20
2150,2015-04-03 21:00:00,33.57500076,Overcast,2015-04-04 01:56:00<br />,4.4,,-,74.0,0.0,1005.5,8.8,9:56 PM,,16.1,NNE,16.7,20,2015-04-03 21:56:00,5,21
2151,2015-04-03 22:00:00,32.52500153,Light Rain,2015-04-04 02:39:00<br />,5.0,Rain,-,81.0,0.0,1006.3,8.0,10:39 PM,,16.1,NW,14.8,310,2015-04-03 22:39:00,5,22
2152,2015-04-03 23:00:00,44.70000076,Rain,2015-04-04 03:34:00<br />,5.0,Rain,-,93.0,0.11,1005.6,6.0,11:34 PM,,8.0,North,11.1,350,2015-04-03 23:34:00,5,23
2153,2015-04-04 00:00:00,50.625,Light Rain,2015-04-04 04:27:00<br />,4.0,Rain,-,87.0,0.04,1005.3,6.0,12:27 AM,,8.0,NNW,14.8,330,2015-04-04 00:27:00,6,0
2154,2015-04-04 01:00:00,47.79999924,Rain,2015-04-04 05:03:00<br />,4.0,Rain,-,93.0,0.04,1005.6,5.0,1:03 AM,,9.7,NNW,29.6,330,2015-04-04 01:03:00,6,1
2155,2015-04-04 02:00:00,45.17499924,Light Rain,2015-04-04 06:56:00<br />,1.6,Rain,-,93.0,0.1,1006.3,2.7,2:56 AM,,16.1,NW,22.2,320,2015-04-04 02:56:00,6,2
2156,2015-04-04 03:00:00,45.59999847,Light Rain,2015-04-04 07:56:00<br />,1.6,Rain,33.3,96.0,0.02,1006.4,2.2,3:56 AM,,9.7,NW,27.8,320,2015-04-04 03:56:00,6,3
2157,2015-04-04 04:00:00,46.67499924,Light Rain,2015-04-04 08:34:00<br />,2.0,Rain,-,100.0,0.01,1006.7,2.0,4:34 AM,,8.0,NW,18.5,320,2015-04-04 04:34:00,6,4
2158,2015-04-04 05:00:00,45.82500076,Light Rain,2015-04-04 09:45:00<br />,2.0,Rain,-,100.0,0.03,1007.7,2.0,5:45 AM,,16.1,North,18.5,360,2015-04-04 05:45:00,6,5
2159,2015-04-04 06:00:00,47.29999924,Light Rain,2015-04-04 10:28:00<br />,1.0,Rain,-,93.0,0.0,1008.7,2.0,6:28 AM,,16.1,NW,18.5,310,2015-04-04 06:28:00,6,6
2160,2015-04-04 07:00:00,44.15000153,Light Snow,2015-04-04 11:56:00<br />,0.0,Snow,40.7,96.0,0.0,1011.8,0.5,7:56 AM,,3.2,NW,31.5,310,2015-04-04 07:56:00,6,7
2161,2015-04-04 08:00:00,46.54999924,Light Snow,2015-04-04 12:56:00<br />,-0.5,Snow,40.7,96.0,0.0,1013.7,0.0,8:56 AM,,16.1,NW,24.1,320,2015-04-04 08:56:00,6,8
