,timestamp,energy,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp.1,weekday,hour,rand,seasonal
734,2015-01-31 19:00:00,39.49166667,Clear,2015-02-01 00:53:00<br />,-15.0,,-,46.0,,1023.0,-5.0,,7:53 PM,16.1,West,9.3,260,2015-01-31 19:53:00,6,19,31,Regular
735,2015-01-31 20:00:00,46.3,Clear,2015-02-01 01:53:00<br />,-15.0,,-,46.0,,1023.2,-5.0,,8:53 PM,16.1,West,7.4,280,2015-01-31 20:53:00,6,20,99,Regular
736,2015-01-31 21:00:00,46.08333333,Clear,2015-02-01 02:53:00<br />,-15.0,,-,50.0,,1023.2,-6.1,,9:53 PM,16.1,WSW,9.3,250,2015-01-31 21:53:00,6,21,64,Regular
737,2015-01-31 22:00:00,50.15,Clear,2015-02-01 03:53:00<br />,-14.4,,-,55.0,,1023.1,-6.7,,10:53 PM,16.1,West,11.1,260,2015-01-31 22:53:00,6,22,98,Regular
738,2015-01-31 23:00:00,43.31666667,Clear,2015-02-01 04:53:00<br />,-14.4,,-,55.0,,1023.3,-6.7,,11:53 PM,16.1,West,5.6,280,2015-01-31 23:53:00,6,23,95,Regular
739,2015-02-01 00:00:00,41.55833333,Clear,2015-02-01 05:53:00<br />,-14.4,,-,57.0,,1023.5,-7.2,,12:53 AM,16.1,West,9.3,270,2015-02-01 00:53:00,7,0,81,Regular
740,2015-02-01 01:00:00,37.425,Clear,2015-02-01 06:53:00<br />,-14.4,,-,57.0,,1023.1,-7.2,,1:53 AM,16.1,West,5.6,280,2015-02-01 01:53:00,7,1,65,Regular
741,2015-02-01 02:00:00,38.85,Mostly Cloudy,2015-02-01 07:53:00<br />,-14.4,,-,65.0,,1023.1,-8.9,,2:53 AM,16.1,Calm,Calm,0,2015-02-01 02:53:00,7,2,19,Regular
742,2015-02-01 03:00:00,45.16666667,Overcast,2015-02-01 08:53:00<br />,-12.2,,-,71.0,,1022.7,-7.8,,3:53 AM,16.1,SW,5.6,230,2015-02-01 03:53:00,7,3,14,Regular
743,2015-02-01 04:00:00,30.08333333,Overcast,2015-02-01 09:53:00<br />,-11.7,,-,60.0,,1023.3,-5.0,,4:53 AM,16.1,West,11.1,260,2015-02-01 04:53:00,7,4,64,Regular
744,2015-02-01 05:00:00,33.825,Overcast,2015-02-01 10:53:00<br />,-11.7,,-,55.0,,1023.4,-3.9,,5:53 AM,16.1,West,9.3,270,2015-02-01 05:53:00,7,5,62,Regular
745,2015-02-01 06:00:00,40.64166667,Overcast,2015-02-01 11:53:00<br />,-10.6,,-,60.0,,1023.4,-3.9,,6:53 AM,16.1,WSW,7.4,250,2015-02-01 06:53:00,7,6,31,Regular
746,2015-02-01 07:00:00,39.05833333,Overcast,2015-02-01 12:53:00<br />,-10.6,,-,58.0,,1023.5,-3.3,,7:53 AM,16.1,WSW,5.6,250,2015-02-01 07:53:00,7,7,4,Regular
747,2015-02-01 08:00:00,27.85,Overcast,2015-02-01 13:53:00<br />,-10.0,,-,56.0,,1023.5,-2.2,,8:53 AM,16.1,West,7.4,260,2015-02-01 08:53:00,7,8,99,Regular
748,2015-02-01 09:00:00,29.125,Overcast,2015-02-01 14:53:00<br />,-9.4,,-,54.0,,1023.7,-1.1,,9:53 AM,16.1,WSW,9.3,250,2015-02-01 09:53:00,7,9,98,Regular
749,2015-02-01 10:00:00,32.18333333,Overcast,2015-02-01 15:53:00<br />,-8.3,,-,52.0,,1023.2,0.6,,10:53 AM,16.1,WSW,11.1,250,2015-02-01 10:53:00,7,10,92,Regular
750,2015-02-01 11:00:00,26.08333333,Mostly Cloudy,2015-02-01 16:53:00<br />,-7.8,,-,48.0,,1022.3,2.2,,11:53 AM,16.1,NW,14.8,310,2015-02-01 11:53:00,7,11,89,Regular
751,2015-02-01 12:00:00,20.10833333,Overcast,2015-02-01 17:53:00<br />,-7.8,,-,48.0,,1021.5,2.2,,12:53 PM,16.1,WNW,14.8,290,2015-02-01 12:53:00,7,12,5,Regular
752,2015-02-01 13:00:00,28.40833333,Overcast,2015-02-01 18:53:00<br />,-7.2,,-,50.0,,1020.7,2.2,,1:53 PM,16.1,WSW,9.3,250,2015-02-01 13:53:00,7,13,55,Regular
753,2015-02-01 14:00:00,33.31666667,Overcast,2015-02-01 19:53:00<br />,-6.7,,-,52.0,,1020.5,2.2,,2:53 PM,14.5,WSW,11.1,240,2015-02-01 14:53:00,7,14,38,Regular
754,2015-02-01 15:00:00,24.30833333,Overcast,2015-02-01 20:53:00<br />,-5.6,,-,57.0,,1019.7,2.2,,3:53 PM,14.5,SW,7.4,230,2015-02-01 15:53:00,7,15,94,Regular
755,2015-02-01 16:00:00,34.36666667,Overcast,2015-02-01 21:53:00<br />,-5.0,,-,59.0,,1019.4,2.2,,4:53 PM,14.5,Calm,Calm,0,2015-02-01 16:53:00,7,16,66,Regular
756,2015-02-01 17:00:00,26.38333333,Overcast,2015-02-01 22:53:00<br />,-5.0,,-,61.0,,1019.6,1.7,,5:53 PM,14.5,Calm,Calm,0,2015-02-01 17:53:00,7,17,51,Regular
757,2015-02-01 18:00:00,32.05833333,Light Snow,2015-02-01 23:53:00<br />,-3.9,Snow,-,67.0,0.0,1018.7,1.7,,6:53 PM,11.3,SSE,9.3,160,2015-02-01 18:53:00,7,18,34,Regular
758,2015-02-01 19:00:00,45.85,Overcast,2015-02-02 00:53:00<br />,-3.3,,-,70.0,0.0,1018.2,1.7,,7:53 PM,12.9,East,5.6,80,2015-02-01 19:53:00,7,19,60,Regular
759,2015-02-01 20:00:00,47.2,Overcast,2015-02-02 01:53:00<br />,-3.3,,-,73.0,,1017.0,1.1,,8:53 PM,11.3,ESE,7.4,110,2015-02-01 20:53:00,7,20,20,Regular
760,2015-02-01 21:00:00,48.36666667,Overcast,2015-02-02 02:53:00<br />,-3.9,,-,70.0,,1015.8,1.1,,9:53 PM,14.5,SE,9.3,140,2015-02-01 21:53:00,7,21,43,Regular
761,2015-02-01 22:00:00,30.94166667,Overcast,2015-02-02 03:53:00<br />,-5.0,,-,64.0,,1015.0,1.1,,10:53 PM,16.1,SE,14.8,140,2015-02-01 22:53:00,7,22,7,Regular
762,2015-02-01 23:00:00,47.0,Light Snow,2015-02-02 04:35:00<br />,-3.9,Snow,-,72.0,0.0,1014.1,0.6,,11:35 PM,4.0,SSE,22.2,150,2015-02-01 23:35:00,7,23,36,Regular
763,2015-02-02 00:00:00,51.91666667,Light Snow,2015-02-02 05:00:00<br />,-2.2,Snow,-,89.0,0.0,1013.4,-0.6,,12:00 AM,1.2,SE,16.7,140,2015-02-02 00:00:00,1,0,34,Regular
764,2015-02-02 01:00:00,51.275,Light Snow,2015-02-02 06:23:00<br />,-1.1,Snow,-,92.0,0.0,1010.4,0.0,,1:23 AM,1.6,ESE,14.8,120,2015-02-02 01:23:00,1,1,25,Regular
765,2015-02-02 02:00:00,53.79166667,Rain,2015-02-02 07:17:00<br />,-0.6,Rain,-,92.0,0.0,1008.0,0.6,,2:17 AM,4.8,ESE,14.8,110,2015-02-02 02:17:00,1,2,10,Regular
766,2015-02-02 03:00:00,32.60833333,Rain,2015-02-02 08:53:00<br />,0.0,Rain,-,92.0,0.23,1003.2,1.1,,3:53 AM,6.4,East,18.5,90,2015-02-02 03:53:00,1,3,50,Regular
767,2015-02-02 04:00:00,51.59166667,Rain,2015-02-02 09:53:00<br />,0.0,Rain,-,92.0,0.15,1001.7,1.1,,4:53 AM,4.8,ENE,11.1,70,2015-02-02 04:53:00,1,4,52,Regular
768,2015-02-02 05:00:00,37.35,Rain,2015-02-02 10:53:00<br />,0.0,Rain,-,89.0,0.17,999.8,1.7,,5:53 AM,8.0,NE,18.5,40,2015-02-02 05:53:00,1,5,2,Regular
769,2015-02-02 06:00:00,30.275,Rain,2015-02-02 11:03:00<br />,0.6,Rain,-,92.0,0.03,999.9,1.7,,6:03 AM,8.0,NNE,13.0,30,2015-02-02 06:03:00,1,6,50,Regular
770,2015-02-02 07:00:00,36.85833333,Light Rain,2015-02-02 12:21:00<br />,0.6,Rain,-,89.0,0.03,998.2,2.2,,7:21 AM,8.0,NE,18.5,40,2015-02-02 07:21:00,1,7,21,Regular
771,2015-02-02 08:00:00,31.35,Rain,2015-02-02 13:08:00<br />,0.6,Rain,-,92.0,0.02,997.2,1.7,,8:08 AM,4.8,NE,27.8,40,2015-02-02 08:08:00,1,8,59,Regular
772,2015-02-02 09:00:00,31.6,Light Rain,2015-02-02 14:18:00<br />,-1.1,Rain,-,89.0,0.05,996.8,0.6,,9:18 AM,4.8,NE,20.4,40,2015-02-02 09:18:00,1,9,13,Regular
773,2015-02-02 10:00:00,30.85,Overcast,2015-02-02 15:05:00<br />,-1.1,,-,89.0,0.04,996.8,0.6,,10:05 AM,4.0,NNE,16.7,20,2015-02-02 10:05:00,1,10,10,Regular
774,2015-02-02 11:00:00,20.68333333,Overcast,2015-02-02 16:29:00<br />,-1.1,,-,89.0,0.0,996.5,0.6,,11:29 AM,16.1,North,11.1,10,2015-02-02 11:29:00,1,11,27,Regular
775,2015-02-02 12:00:00,33.35,Ice Pellets,2015-02-02 17:53:00<br />,-1.7,,-,88.0,0.01,995.0,0.0,,12:53 PM,16.1,North,14.8,350,2015-02-02 12:53:00,1,12,97,Regular
776,2015-02-02 13:00:00,35.125,Light Snow,2015-02-02 18:26:00<br />,-2.2,Snow,-,85.0,0.0,994.8,0.0,,1:26 PM,11.3,NNE,9.3,30,2015-02-02 13:26:00,1,13,9,Regular
777,2015-02-02 14:00:00,27.475,Overcast,2015-02-02 19:53:00<br />,-2.2,,-,85.0,,996.8,0.0,,2:53 PM,16.1,Calm,Calm,0,2015-02-02 14:53:00,1,14,63,Regular
778,2015-02-02 15:00:00,41.575,Overcast,2015-02-02 20:53:00<br />,-1.7,,-,88.0,,997.1,0.0,,3:53 PM,14.5,North,7.4,10,2015-02-02 15:53:00,1,15,7,Regular
779,2015-02-02 16:00:00,31.28333333,Light Snow,2015-02-02 21:42:00<br />,-4.4,Snow,-,85.0,0.0,999.5,-2.2,,4:42 PM,6.4,North,24.1,350,2015-02-02 16:42:00,1,16,59,Regular
780,2015-02-02 17:00:00,39.40833333,Overcast,2015-02-02 22:31:00<br />,-10.0,,68.5,63.0,,1002.3,-3.9,,5:31 PM,16.1,NNW,42.6,340,2015-02-02 17:31:00,1,17,82,Regular
781,2015-02-02 18:00:00,34.275,Overcast,2015-02-02 23:53:00<br />,-12.8,,53.7,60.0,,1006.2,-6.1,,6:53 PM,16.1,NW,33.3,320,2015-02-02 18:53:00,1,18,90,Regular
782,2015-02-02 19:00:00,39.41666667,Clear,2015-02-03 00:53:00<br />,-15.0,,53.7,54.0,,1008.5,-7.2,,7:53 PM,16.1,NW,35.2,320,2015-02-02 19:53:00,1,19,38,Regular
783,2015-02-02 20:00:00,49.55833333,Clear,2015-02-03 01:53:00<br />,-15.6,,50.0,54.0,,1010.0,-7.8,,8:53 PM,16.1,NNW,24.1,330,2015-02-02 20:53:00,1,20,83,Regular
784,2015-02-02 21:00:00,49.16666667,Clear,2015-02-03 02:53:00<br />,-15.6,,53.7,56.0,,1011.5,-8.3,,9:53 PM,16.1,NNW,31.5,340,2015-02-02 21:53:00,1,21,24,Regular
785,2015-02-02 22:00:00,48.31666667,Clear,2015-02-03 03:53:00<br />,-15.6,,42.6,56.0,,1013.6,-8.3,,10:53 PM,16.1,NW,25.9,320,2015-02-02 22:53:00,1,22,32,Regular
786,2015-02-02 23:00:00,37.78333333,Clear,2015-02-03 04:53:00<br />,-15.6,,38.9,59.0,,1015.3,-8.9,,11:53 PM,16.1,NW,29.6,310,2015-02-02 23:53:00,1,23,25,Regular
787,2015-02-03 00:00:00,45.04166667,Clear,2015-02-03 05:53:00<br />,-15.6,,40.7,56.0,,1016.4,-8.3,,12:53 AM,16.1,NW,25.9,320,2015-02-03 00:53:00,2,0,77,Regular
788,2015-02-03 01:00:00,33.1,Clear,2015-02-03 06:53:00<br />,-15.0,,31.5,62.0,,1017.2,-8.9,,1:53 AM,16.1,NNW,22.2,330,2015-02-03 01:53:00,2,1,35,Regular
789,2015-02-03 02:00:00,43.825,Clear,2015-02-03 07:53:00<br />,-15.0,,-,62.0,,1017.9,-8.9,,2:53 AM,16.1,NNW,18.5,330,2015-02-03 02:53:00,2,2,93,Regular
790,2015-02-03 03:00:00,44.10833333,Clear,2015-02-03 08:53:00<br />,-15.6,,31.5,59.0,,1019.1,-8.9,,3:53 AM,16.1,NW,14.8,320,2015-02-03 03:53:00,2,3,57,Regular
791,2015-02-03 04:00:00,48.08333333,Clear,2015-02-03 09:53:00<br />,-16.1,,31.5,57.0,,1020.5,-8.9,,4:53 AM,16.1,NW,14.8,310,2015-02-03 04:53:00,2,4,22,Regular
792,2015-02-03 05:00:00,34.71666667,Clear,2015-02-03 10:53:00<br />,-15.6,,-,59.0,,1021.1,-8.9,,5:53 AM,16.1,NW,9.3,320,2015-02-03 05:53:00,2,5,25,Regular
793,2015-02-03 06:00:00,36.775,Clear,2015-02-03 11:53:00<br />,-15.0,,-,62.0,,1021.9,-8.9,,6:53 AM,16.1,WNW,9.3,300,2015-02-03 06:53:00,2,6,6,Regular
794,2015-02-03 07:00:00,27.5,Clear,2015-02-03 12:53:00<br />,-15.0,,-,59.0,,1023.3,-8.3,,7:53 AM,16.1,WNW,7.4,300,2015-02-03 07:53:00,2,7,32,Regular
795,2015-02-03 08:00:00,27.16666667,Partly Cloudy,2015-02-03 13:53:00<br />,-15.6,,-,54.0,,1024.5,-7.8,,8:53 AM,16.1,WNW,13.0,290,2015-02-03 08:53:00,2,8,61,Regular
796,2015-02-03 09:00:00,17.36666667,Partly Cloudy,2015-02-03 14:53:00<br />,-15.6,,-,50.0,,1025.6,-6.7,,9:53 AM,16.1,NW,14.8,320,2015-02-03 09:53:00,2,9,68,Regular
797,2015-02-03 10:00:00,26.36666667,Scattered Clouds,2015-02-03 15:53:00<br />,-16.1,,-,48.0,,1026.5,-6.7,,10:53 AM,16.1,NW,16.7,310,2015-02-03 10:53:00,2,10,47,Regular
798,2015-02-03 11:00:00,26.61666667,Clear,2015-02-03 16:53:00<br />,-16.1,,-,46.0,,1026.3,-6.1,,11:53 AM,16.1,WNW,16.7,300,2015-02-03 11:53:00,2,11,5,Regular
799,2015-02-03 12:00:00,30.39166667,Clear,2015-02-03 17:53:00<br />,-15.0,,-,46.0,,1025.3,-5.0,,12:53 PM,16.1,West,14.8,280,2015-02-03 12:53:00,2,12,8,Regular
800,2015-02-03 13:00:00,42.31666667,Clear,2015-02-03 18:53:00<br />,-15.0,,-,44.0,,1025.0,-4.4,,1:53 PM,16.1,West,14.8,280,2015-02-03 13:53:00,2,13,58,Regular
801,2015-02-03 14:00:00,41.25,Clear,2015-02-03 19:53:00<br />,-15.0,,-,43.0,,1024.9,-3.9,,2:53 PM,16.1,WSW,16.7,250,2015-02-03 14:53:00,2,14,14,Regular
802,2015-02-03 15:00:00,30.925,Clear,2015-02-03 20:53:00<br />,-14.4,,-,43.0,,1024.8,-3.3,,3:53 PM,16.1,West,14.8,260,2015-02-03 15:53:00,2,15,52,Regular
803,2015-02-03 16:00:00,41.90833333,Clear,2015-02-03 21:53:00<br />,-14.4,,-,45.0,,1025.2,-3.9,,4:53 PM,16.1,WSW,11.1,240,2015-02-03 16:53:00,2,16,20,Regular
804,2015-02-03 17:00:00,35.825,Clear,2015-02-03 22:53:00<br />,-14.4,,-,46.0,,1025.4,-4.4,,5:53 PM,16.1,WSW,7.4,250,2015-02-03 17:53:00,2,17,63,Regular
805,2015-02-03 18:00:00,44.54166667,Clear,2015-02-03 23:53:00<br />,-13.9,,-,50.0,,1025.8,-5.0,,6:53 PM,16.1,SW,7.4,230,2015-02-03 18:53:00,2,18,92,Regular
806,2015-02-03 19:00:00,38.26153846,Clear,2015-02-04 00:53:00<br />,-14.4,,-,46.0,,1026.2,-4.4,,7:53 PM,16.1,WSW,7.4,240,2015-02-03 19:53:00,2,19,58,Regular
807,2015-02-03 20:00:00,41.94166667,Clear,2015-02-04 01:53:00<br />,-13.9,,-,55.0,,1026.3,-6.1,,8:53 PM,16.1,SW,5.6,220,2015-02-03 20:53:00,2,20,27,Regular
808,2015-02-03 21:00:00,38.58333333,Clear,2015-02-04 02:53:00<br />,-13.3,,-,60.0,,1026.2,-6.7,,9:53 PM,16.1,Calm,Calm,0,2015-02-03 21:53:00,2,21,2,Regular
809,2015-02-03 22:00:00,42.7,Clear,2015-02-04 03:53:00<br />,-13.3,,-,62.0,,1026.2,-7.2,,10:53 PM,16.1,Calm,Calm,0,2015-02-03 22:53:00,2,22,19,Regular
810,2015-02-03 23:00:00,44.01666667,Clear,2015-02-04 04:53:00<br />,-12.8,,-,62.0,,1026.3,-6.7,,11:53 PM,16.1,SSW,7.4,200,2015-02-03 23:53:00,2,23,59,Regular
811,2015-02-04 00:00:00,47.05,Clear,2015-02-04 05:53:00<br />,-12.8,,-,62.0,,1026.2,-6.7,,12:53 AM,16.1,Calm,Calm,0,2015-02-04 00:53:00,3,0,89,Regular
812,2015-02-04 01:00:00,35.275,Clear,2015-02-04 06:53:00<br />,-12.2,,-,68.0,,1026.1,-7.2,,1:53 AM,16.1,Calm,Calm,0,2015-02-04 01:53:00,3,1,19,Regular
813,2015-02-04 02:00:00,44.68333333,Mostly Cloudy,2015-02-04 07:53:00<br />,-12.2,,-,71.0,,1025.8,-7.8,,2:53 AM,16.1,Calm,Calm,0,2015-02-04 02:53:00,3,2,52,Regular
814,2015-02-04 03:00:00,52.43333333,Mostly Cloudy,2015-02-04 08:53:00<br />,-12.2,,-,71.0,,1025.0,-7.8,,3:53 AM,14.5,Calm,Calm,0,2015-02-04 03:53:00,3,3,36,Regular
815,2015-02-04 04:00:00,42.80833333,Overcast,2015-02-04 09:53:00<br />,-10.6,,-,74.0,,1024.4,-6.7,,4:53 AM,16.1,Calm,Calm,0,2015-02-04 04:53:00,3,4,99,Regular
816,2015-02-04 05:00:00,40.85,Overcast,2015-02-04 10:53:00<br />,-10.0,,-,74.0,,1024.6,-6.1,,5:53 AM,16.1,Calm,Calm,0,2015-02-04 05:53:00,3,5,53,Regular
817,2015-02-04 06:00:00,32.03333333,Mostly Cloudy,2015-02-04 11:53:00<br />,-9.4,,-,75.0,,1024.4,-5.6,,6:53 AM,16.1,Calm,Calm,0,2015-02-04 06:53:00,3,6,98,Regular
818,2015-02-04 07:00:00,31.35,Overcast,2015-02-04 12:53:00<br />,-8.9,,-,71.0,,1024.0,-4.4,,7:53 AM,14.5,East,5.6,100,2015-02-04 07:53:00,3,7,50,Regular
819,2015-02-04 08:00:00,27.29166667,Overcast,2015-02-04 13:53:00<br />,-7.2,,-,69.0,,1023.3,-2.2,,8:53 AM,16.1,South,13.0,180,2015-02-04 08:53:00,3,8,2,Regular
820,2015-02-04 09:00:00,29.54166667,Overcast,2015-02-04 14:53:00<br />,-6.7,,-,66.0,,1022.8,-1.1,,9:53 AM,16.1,SW,5.6,220,2015-02-04 09:53:00,3,9,49,Regular
821,2015-02-04 10:00:00,29.425,Overcast,2015-02-04 15:53:00<br />,-5.6,,-,64.0,,1022.8,0.6,,10:53 AM,16.1,SW,9.3,220,2015-02-04 10:53:00,3,10,66,Regular
822,2015-02-04 11:00:00,25.56666667,Clear,2015-02-04 16:53:00<br />,-5.0,,-,57.0,,1021.4,2.8,,11:53 AM,16.1,SW,22.2,220,2015-02-04 11:53:00,3,11,12,Regular
823,2015-02-04 12:00:00,26.80833333,Clear,2015-02-04 17:53:00<br />,-5.0,,-,53.0,,1019.8,3.9,,12:53 PM,16.1,SSW,20.4,200,2015-02-04 12:53:00,3,12,44,Regular
824,2015-02-04 13:00:00,25.16666667,Clear,2015-02-04 18:53:00<br />,-5.0,,-,49.0,,1018.6,5.0,,1:53 PM,16.1,SW,18.5,220,2015-02-04 13:53:00,3,13,56,Regular
825,2015-02-04 14:00:00,33.36666667,Clear,2015-02-04 19:53:00<br />,-4.4,,-,51.0,,1017.3,5.0,,2:53 PM,16.1,SSW,11.1,210,2015-02-04 14:53:00,3,14,58,Regular
826,2015-02-04 15:00:00,40.24166667,Clear,2015-02-04 20:53:00<br />,-3.9,,-,51.0,,1016.9,5.6,,3:53 PM,16.1,SSW,20.4,210,2015-02-04 15:53:00,3,15,15,Regular
827,2015-02-04 16:00:00,22.14166667,Clear,2015-02-04 21:53:00<br />,-3.9,,-,51.0,,1016.9,5.6,,4:53 PM,16.1,SSW,16.7,210,2015-02-04 16:53:00,3,16,23,Regular
828,2015-02-04 17:00:00,29.48333333,Clear,2015-02-04 22:53:00<br />,-3.9,,-,55.0,,1016.3,4.4,,5:53 PM,16.1,SSW,11.1,200,2015-02-04 17:53:00,3,17,70,Regular
829,2015-02-04 18:00:00,45.525,Clear,2015-02-04 23:53:00<br />,-3.9,,-,57.0,,1016.3,3.9,,6:53 PM,16.1,South,11.1,190,2015-02-04 18:53:00,3,18,56,Regular
830,2015-02-04 19:00:00,33.45833333,Clear,2015-02-05 00:53:00<br />,-3.9,,-,57.0,,1015.5,3.9,,7:53 PM,16.1,South,13.0,190,2015-02-04 19:53:00,3,19,5,Regular
831,2015-02-04 20:00:00,45.33333333,Clear,2015-02-05 01:53:00<br />,-3.3,,-,62.0,,1014.6,3.3,,8:53 PM,16.1,South,13.0,180,2015-02-04 20:53:00,3,20,0,Regular
832,2015-02-04 21:00:00,35.05,Mostly Cloudy,2015-02-05 02:53:00<br />,-3.3,,-,65.0,,1014.0,2.8,,9:53 PM,16.1,South,13.0,190,2015-02-04 21:53:00,3,21,91,Regular
833,2015-02-04 22:00:00,43.10833333,Mostly Cloudy,2015-02-05 03:53:00<br />,-3.3,,-,62.0,,1012.8,3.3,,10:53 PM,16.1,SSW,9.3,200,2015-02-04 22:53:00,3,22,4,Regular
834,2015-02-04 23:00:00,45.025,Overcast,2015-02-05 04:53:00<br />,-3.3,,-,65.0,,1012.1,2.8,,11:53 PM,16.1,Calm,Calm,0,2015-02-04 23:53:00,3,23,36,Regular
835,2015-02-05 00:00:00,38.05,Overcast,2015-02-05 05:53:00<br />,-3.3,,-,65.0,,1011.0,2.8,,12:53 AM,16.1,South,5.6,180,2015-02-05 00:53:00,4,0,60,Regular
836,2015-02-05 01:00:00,36.99166667,Overcast,2015-02-05 06:53:00<br />,-3.3,,-,65.0,,1010.7,2.8,,1:53 AM,16.1,SW,7.4,230,2015-02-05 01:53:00,4,1,86,Regular
837,2015-02-05 02:00:00,41.10833333,Scattered Clouds,2015-02-05 07:53:00<br />,-3.9,,-,60.0,,1010.0,3.3,,2:53 AM,16.1,West,5.6,260,2015-02-05 02:53:00,4,2,45,Regular
838,2015-02-05 03:00:00,39.55833333,Overcast,2015-02-05 08:53:00<br />,-3.9,,-,64.0,,1009.7,2.2,,3:53 AM,16.1,Calm,Calm,0,2015-02-05 03:53:00,4,3,65,Regular
839,2015-02-05 04:00:00,41.18333333,Overcast,2015-02-05 09:53:00<br />,-3.3,,-,67.0,,1009.8,2.2,,4:53 AM,16.1,NW,5.6,320,2015-02-05 04:53:00,4,4,46,Regular
840,2015-02-05 05:00:00,45.16666667,Overcast,2015-02-05 10:53:00<br />,-3.3,,-,62.0,,1010.2,3.3,,5:53 AM,16.1,NNW,18.5,330,2015-02-05 05:53:00,4,5,79,Regular
841,2015-02-05 06:00:00,37.60833333,Overcast,2015-02-05 11:53:00<br />,-5.0,,40.7,69.0,,1011.8,0.0,,6:53 AM,16.1,North,29.6,350,2015-02-05 06:53:00,4,6,97,Regular
842,2015-02-05 07:00:00,22.25,Overcast,2015-02-05 12:53:00<br />,-5.6,,-,69.0,,1014.0,-0.6,,7:53 AM,16.1,NNW,18.5,330,2015-02-05 07:53:00,4,7,30,Regular
843,2015-02-05 08:00:00,23.425,Light Snow,2015-02-05 13:30:00<br />,-6.1,Snow,-,72.0,0.0,1015.5,-1.7,,8:30 AM,4.8,NNW,22.2,340,2015-02-05 08:30:00,4,8,92,Regular
844,2015-02-05 09:00:00,20.15833333,Overcast,2015-02-05 14:50:00<br />,-9.0,,40.7,59.0,0.0,1017.2,-2.0,,9:50 AM,16.1,NNW,25.9,330,2015-02-05 09:50:00,4,9,33,Regular
845,2015-02-05 10:00:00,28.65,Mostly Cloudy,2015-02-05 15:53:00<br />,-12.8,,42.6,45.0,,1017.5,-2.2,,10:53 AM,16.1,NNW,29.6,340,2015-02-05 10:53:00,4,10,84,Regular
846,2015-02-05 11:00:00,35.025,Scattered Clouds,2015-02-05 16:53:00<br />,-12.8,,42.6,47.0,,1017.4,-2.8,,11:53 AM,16.1,NNW,25.9,340,2015-02-05 11:53:00,4,11,93,Regular
847,2015-02-05 12:00:00,37.875,Scattered Clouds,2015-02-05 17:53:00<br />,-15.0,,46.3,38.0,,1016.9,-2.2,,12:53 PM,16.1,North,29.6,350,2015-02-05 12:53:00,4,12,73,Regular
848,2015-02-05 13:00:00,36.425,Clear,2015-02-05 18:53:00<br />,-16.1,,57.4,39.0,,1017.5,-3.9,,1:53 PM,16.1,North,35.2,350,2015-02-05 13:53:00,4,13,30,Regular
849,2015-02-05 14:00:00,30.44166667,Partly Cloudy,2015-02-05 19:53:00<br />,-17.8,,50.0,32.0,,1017.6,-3.3,,2:53 PM,16.1,NNW,27.8,340,2015-02-05 14:53:00,4,14,8,Regular
850,2015-02-05 15:00:00,42.125,Clear,2015-02-05 20:53:00<br />,-18.3,,42.6,33.0,,1017.6,-3.9,,3:53 PM,16.1,North,31.5,350,2015-02-05 15:53:00,4,15,43,Regular
851,2015-02-05 16:00:00,34.10833333,Clear,2015-02-05 21:53:00<br />,-18.9,,50.0,34.0,,1018.9,-5.0,,4:53 PM,16.1,NNW,31.5,340,2015-02-05 16:53:00,4,16,83,Regular
852,2015-02-05 17:00:00,30.85833333,Clear,2015-02-05 22:53:00<br />,-19.4,,42.6,35.0,,1020.4,-6.1,,5:53 PM,16.1,NNW,18.5,330,2015-02-05 17:53:00,4,17,11,Regular
853,2015-02-05 18:00:00,35.36666667,Clear,2015-02-05 23:53:00<br />,-20.0,,46.3,35.0,,1021.7,-6.7,,6:53 PM,16.1,NNW,22.2,340,2015-02-05 18:53:00,4,18,55,Regular
854,2015-02-05 19:00:00,37.59166667,Clear,2015-02-06 00:53:00<br />,-21.1,,51.9,35.0,,1022.6,-7.8,,7:53 PM,16.1,NNW,38.9,340,2015-02-05 19:53:00,4,19,79,Regular
855,2015-02-05 20:00:00,33.53333333,Clear,2015-02-06 01:53:00<br />,-19.4,,38.9,43.0,,1023.6,-8.9,,8:53 PM,16.1,NNW,22.2,340,2015-02-05 20:53:00,4,20,31,Regular
856,2015-02-05 21:00:00,39.65833333,Clear,2015-02-06 02:53:00<br />,-19.4,,-,45.0,,1023.8,-9.4,,9:53 PM,16.1,NNW,16.7,330,2015-02-05 21:53:00,4,21,52,Regular
857,2015-02-05 22:00:00,27.31666667,Clear,2015-02-06 03:53:00<br />,-18.9,,-,49.0,,1024.0,-10.0,,10:53 PM,16.1,NNW,11.1,340,2015-02-05 22:53:00,4,22,66,Regular
858,2015-02-05 23:00:00,44.18333333,Clear,2015-02-06 04:53:00<br />,-19.4,,-,49.0,,1024.1,-10.6,,11:53 PM,16.1,NNW,14.8,330,2015-02-05 23:53:00,4,23,82,Regular
859,2015-02-06 00:00:00,34.78333333,Clear,2015-02-06 05:53:00<br />,-19.4,,-,49.0,,1024.3,-10.6,,12:53 AM,16.1,NW,14.8,310,2015-02-06 00:53:00,5,0,9,Regular
