,timestamp,energy,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp.1,weekday,hour
2244,2015-03-04 13:00:00,19.51599969,Mostly Cloudy,2015-03-04 13:20:00<br />,0.0,,-,54.0,,1033,9.0,,1:20 PM,10.0,NW,27.8,310,2015-03-04 13:20:00,3,13
2245,2015-03-04 14:00:00,16.64700043,Scattered Clouds,2015-03-04 14:20:00<br />,0.0,,-,54.0,,1034,9.0,,2:20 PM,10.0,NNW,20.4,330,2015-03-04 14:20:00,3,14
2246,2015-03-04 15:00:00,20.4919999,Partly Cloudy,2015-03-04 15:20:00<br />,0.0,,-,57.0,,1034,8.0,,3:20 PM,10.0,WNW,20.4,300,2015-03-04 15:20:00,3,15
2247,2015-03-04 16:00:00,15.290999900000001,Unknown,2015-03-04 16:20:00<br />,-2.0,,-,50.0,,1035,8.0,,4:20 PM,10.0,NW,20.4,320,2015-03-04 16:20:00,3,16
2248,2015-03-04 17:00:00,13.63600009,Partly Cloudy,2015-03-04 17:20:00<br />,-1.0,,-,57.0,,1036,7.0,,5:20 PM,10.0,WNW,14.8,300,2015-03-04 17:20:00,3,17
2249,2015-03-04 18:00:00,10.67000003,Unknown,2015-03-04 18:20:00<br />,0.0,,-,70.0,,1037,5.0,,6:20 PM,10.0,West,11.1,270,2015-03-04 18:20:00,3,18
2250,2015-03-04 19:00:00,9.01600009,Unknown,2015-03-04 19:20:00<br />,2.0,,-,87.0,,1038,4.0,,7:20 PM,10.0,WNW,18.5,300,2015-03-04 19:20:00,3,19
2251,2015-03-04 20:00:00,3.94600003,Unknown,2015-03-04 20:20:00<br />,0.0,,-,81.0,,1038,3.0,,8:20 PM,10.0,NNW,7.4,330,2015-03-04 20:20:00,3,20
2252,2015-03-04 21:00:00,3.94999998,Unknown,2015-03-04 21:20:00<br />,0.0,,-,87.0,,1039,2.0,,9:20 PM,10.0,WNW,9.3,300,2015-03-04 21:20:00,3,21
2253,2015-03-04 22:00:00,3.82400004,Unknown,2015-03-04 22:20:00<br />,0.0,,-,81.0,,1039,3.0,,10:20 PM,10.0,WNW,11.1,300,2015-03-04 22:20:00,3,22
2254,2015-03-04 23:00:00,4.53700001,Unknown,2015-03-04 23:20:00<br />,0.0,,-,87.0,,1039,2.0,,11:20 PM,10.0,WNW,16.7,300,2015-03-04 23:20:00,3,23
2255,2015-03-05 00:00:00,3.87099999,Unknown,2015-03-05 00:20:00<br />,0.0,,-,87.0,,1040,2.0,,12:20 AM,10.0,NW,7.4,320,2015-03-05 00:20:00,4,0
2256,2015-03-05 01:00:00,3.76499998,Unknown,2015-03-05 01:20:00<br />,1.0,,-,81.0,,1040,4.0,,1:20 AM,10.0,WNW,7.4,300,2015-03-05 01:20:00,4,1
2257,2015-03-05 02:00:00,3.82700003,Partly Cloudy,2015-03-05 02:20:00<br />,3.0,,-,93.0,,1039,4.0,,2:20 AM,10.0,SSE,3.7,150,2015-03-05 02:20:00,4,2
2258,2015-03-05 03:00:00,3.66799997,Partly Cloudy,2015-03-05 03:20:00<br />,2.0,,-,93.0,,1039,3.0,,3:20 AM,10.0,Variable,3.7,0,2015-03-05 03:20:00,4,3
2259,2015-03-05 04:00:00,3.58200004,Overcast,2015-03-05 04:20:00<br />,3.0,,-,93.0,,1039,4.0,,4:20 AM,10.0,West,5.6,260,2015-03-05 04:20:00,4,4
2260,2015-03-05 05:00:00,3.38500001,Mostly Cloudy,2015-03-05 05:20:00<br />,2.0,,-,93.0,,1039,3.0,,5:20 AM,10.0,WNW,5.6,290,2015-03-05 05:20:00,4,5
2261,2015-03-05 06:00:00,4.52600001,Scattered Clouds,2015-03-05 06:20:00<br />,3.0,,-,93.0,,1039,4.0,,6:20 AM,10.0,WSW,7.4,240,2015-03-05 06:20:00,4,6
2262,2015-03-05 07:00:00,6.26199995,Unknown,2015-03-05 07:20:00<br />,3.0,,-,93.0,,1039,4.0,,7:20 AM,10.0,WSW,13.0,250,2015-03-05 07:20:00,4,7
2263,2015-03-05 08:00:00,10.96399978,Unknown,2015-03-05 08:20:00<br />,6.0,,-,93.0,,1040,7.0,,8:20 AM,10.0,SW,13.0,230,2015-03-05 08:20:00,4,8
2264,2015-03-05 09:00:00,18.67899991,Unknown,2015-03-05 09:20:00<br />,5.0,,-,81.0,,1040,8.0,,9:20 AM,10.0,SW,14.8,220,2015-03-05 09:20:00,4,9
2265,2015-03-05 10:00:00,17.31899992,Unknown,2015-03-05 10:20:00<br />,6.0,,-,87.0,,1040,8.0,,10:20 AM,10.0,WSW,18.5,250,2015-03-05 10:20:00,4,10
2266,2015-03-05 11:00:00,18.47200008,Scattered Clouds,2015-03-05 11:20:00<br />,6.0,,-,82.0,,1039,9.0,,11:20 AM,10.0,WSW,16.7,240,2015-03-05 11:20:00,4,11
2267,2015-03-05 12:00:00,21.338,Overcast,2015-03-05 12:20:00<br />,5.0,,-,76.0,,1039,9.0,,12:20 PM,10.0,WSW,18.5,250,2015-03-05 12:20:00,4,12
2268,2015-03-05 13:00:00,17.45199987,Overcast,2015-03-05 13:20:00<br />,5.0,,-,76.0,,1039,9.0,,1:20 PM,10.0,West,24.1,260,2015-03-05 13:20:00,4,13
2269,2015-03-05 14:00:00,18.446000100000003,Overcast,2015-03-05 14:20:00<br />,6.0,,-,93.0,,1039,7.0,,2:20 PM,10.0,West,22.2,270,2015-03-05 14:20:00,4,14
2270,2015-03-05 15:00:00,17.73600029,Overcast,2015-03-05 15:20:00<br />,6.0,,-,87.0,,1038,8.0,,3:20 PM,10.0,West,24.1,260,2015-03-05 15:20:00,4,15
2271,2015-03-05 16:00:00,16.39699988,Overcast,2015-03-05 16:20:00<br />,6.0,,-,87.0,,1038,8.0,,4:20 PM,10.0,West,18.5,260,2015-03-05 16:20:00,4,16
2272,2015-03-05 17:00:00,13.65700004,Overcast,2015-03-05 17:20:00<br />,5.0,,-,81.0,,1038,8.0,,5:20 PM,10.0,West,18.5,270,2015-03-05 17:20:00,4,17
2273,2015-03-05 18:00:00,11.58999998,Overcast,2015-03-05 18:20:00<br />,4.0,,-,76.0,,1037,8.0,,6:20 PM,10.0,West,20.4,260,2015-03-05 18:20:00,4,18
2274,2015-03-05 19:00:00,9.48600002,Overcast,2015-03-05 19:20:00<br />,4.0,,-,76.0,,1037,8.0,,7:20 PM,10.0,West,16.7,260,2015-03-05 19:20:00,4,19
2275,2015-03-05 20:00:00,3.61499998,Overcast,2015-03-05 20:20:00<br />,4.0,,-,76.0,,1037,8.0,,8:20 PM,10.0,West,14.8,270,2015-03-05 20:20:00,4,20
2276,2015-03-05 21:00:00,3.65500002,Overcast,2015-03-05 21:20:00<br />,3.0,,-,71.0,,1037,8.0,,9:20 PM,10.0,West,16.7,260,2015-03-05 21:20:00,4,21
2277,2015-03-05 22:00:00,3.70900002,Overcast,2015-03-05 22:20:00<br />,4.0,,-,81.0,,1037,7.0,,10:20 PM,10.0,West,16.7,260,2015-03-05 22:20:00,4,22
2278,2015-03-05 23:00:00,3.50200002,Overcast,2015-03-05 23:20:00<br />,4.0,,-,81.0,,1037,7.0,,11:20 PM,10.0,WSW,11.1,240,2015-03-05 23:20:00,4,23
2279,2015-03-06 00:00:00,3.34499999,Overcast,2015-03-06 00:20:00<br />,4.0,,-,81.0,,1037,7.0,,12:20 AM,10.0,WSW,11.1,240,2015-03-06 00:20:00,5,0
2280,2015-03-06 01:00:00,3.22199998,Overcast,2015-03-06 01:20:00<br />,4.0,,-,81.0,,1036,7.0,,1:20 AM,10.0,SW,13.0,230,2015-03-06 01:20:00,5,1
2281,2015-03-06 02:00:00,3.40499995,Overcast,2015-03-06 02:20:00<br />,4.0,,-,81.0,,1036,7.0,,2:20 AM,10.0,WSW,13.0,240,2015-03-06 02:20:00,5,2
2282,2015-03-06 03:00:00,3.14100009,Overcast,2015-03-06 03:20:00<br />,4.0,,-,81.0,,1035,7.0,,3:20 AM,10.0,SW,13.0,230,2015-03-06 03:20:00,5,3
2283,2015-03-06 04:00:00,3.51299999,Mostly Cloudy,2015-03-06 04:20:00<br />,4.0,,-,87.0,,1035,6.0,,4:20 AM,10.0,SW,13.0,230,2015-03-06 04:20:00,5,4
2284,2015-03-06 05:00:00,3.42000001,Mostly Cloudy,2015-03-06 05:20:00<br />,4.0,,-,87.0,,1035,6.0,,5:20 AM,10.0,SSW,14.8,210,2015-03-06 05:20:00,5,5
2285,2015-03-06 06:00:00,3.60900004,Mostly Cloudy,2015-03-06 06:20:00<br />,4.0,,-,87.0,,1035,6.0,,6:20 AM,10.0,SSW,13.0,210,2015-03-06 06:20:00,5,6
2286,2015-03-06 07:00:00,6.65399995,Overcast,2015-03-06 07:20:00<br />,4.0,,-,87.0,,1035,6.0,,7:20 AM,10.0,SSW,9.3,200,2015-03-06 07:20:00,5,7
2287,2015-03-06 08:00:00,9.55099987,Unknown,2015-03-06 08:20:00<br />,4.0,,-,81.0,,1035,7.0,,8:20 AM,10.0,South,11.1,190,2015-03-06 08:20:00,5,8
2288,2015-03-06 09:00:00,14.18399996,Unknown,2015-03-06 09:20:00<br />,5.0,,-,87.0,,1035,7.0,,9:20 AM,10.0,South,13.0,180,2015-03-06 09:20:00,5,9
2289,2015-03-06 10:00:00,16.791999899999997,Unknown,2015-03-06 10:20:00<br />,5.0,,-,76.0,,1033,9.0,,10:20 AM,10.0,SSE,13.0,150,2015-03-06 10:20:00,5,10
2290,2015-03-06 11:00:00,14.7469999,Unknown,2015-03-06 11:20:00<br />,5.0,,-,71.0,,1033,10.0,,11:20 AM,10.0,SSE,9.3,150,2015-03-06 11:20:00,5,11
2291,2015-03-06 12:00:00,16.15400001,Unknown,2015-03-06 12:20:00<br />,5.0,,-,67.0,,1033,11.0,,12:20 PM,10.0,SSW,9.3,200,2015-03-06 12:20:00,5,12
2292,2015-03-06 13:00:00,14.87900002,Unknown,2015-03-06 13:20:00<br />,4.0,,-,58.0,,1032,12.0,,1:20 PM,10.0,SW,7.4,230,2015-03-06 13:20:00,5,13
2293,2015-03-06 14:00:00,15.00500012,Unknown,2015-03-06 14:20:00<br />,4.0,,-,58.0,,1031,12.0,,2:20 PM,10.0,WSW,13.0,240,2015-03-06 14:20:00,5,14
2294,2015-03-06 15:00:00,13.36799991,Unknown,2015-03-06 15:20:00<br />,4.0,,-,58.0,,1029,12.0,,3:20 PM,10.0,SSW,9.3,210,2015-03-06 15:20:00,5,15
2295,2015-03-06 16:00:00,12.70600013,Unknown,2015-03-06 16:20:00<br />,3.0,,-,58.0,,1028,11.0,,4:20 PM,10.0,South,7.4,190,2015-03-06 16:20:00,5,16
2296,2015-03-06 17:00:00,8.81300012,Unknown,2015-03-06 17:20:00<br />,3.0,,-,62.0,,1028,10.0,,5:20 PM,10.0,SW,13.0,220,2015-03-06 17:20:00,5,17
2297,2015-03-06 18:00:00,6.68699997,Unknown,2015-03-06 18:20:00<br />,3.0,,-,66.0,,1029,9.0,,6:20 PM,10.0,SW,18.5,230,2015-03-06 18:20:00,5,18
2298,2015-03-06 19:00:00,4.21300003,Unknown,2015-03-06 19:20:00<br />,3.0,,-,71.0,,1029,8.0,,7:20 PM,10.0,SW,14.8,220,2015-03-06 19:20:00,5,19
2299,2015-03-06 20:00:00,3.12900003,Unknown,2015-03-06 20:20:00<br />,4.0,,-,76.0,,1028,8.0,,8:20 PM,10.0,South,14.8,190,2015-03-06 20:20:00,5,20
2300,2015-03-06 21:00:00,3.23000001,Unknown,2015-03-06 21:20:00<br />,5.0,,-,87.0,,1028,7.0,,9:20 PM,10.0,SE,18.5,130,2015-03-06 21:20:00,5,21
2301,2015-03-06 22:00:00,2.512,Unknown,2015-03-06 22:20:00<br />,5.0,,-,87.0,,1028,7.0,,10:20 PM,10.0,ESE,20.4,120,2015-03-06 22:20:00,5,22
2302,2015-03-06 23:00:00,2.92200003,Unknown,2015-03-06 23:20:00<br />,5.0,,-,87.0,,1027,7.0,,11:20 PM,10.0,SE,16.7,140,2015-03-06 23:20:00,5,23
2303,2015-03-07 00:00:00,2.521,Unknown,2015-03-07 00:20:00<br />,4.0,,-,76.0,,1026,8.0,,12:20 AM,10.0,SSW,16.7,200,2015-03-07 00:20:00,6,0
2304,2015-03-07 01:00:00,2.66500003,Unknown,2015-03-07 01:20:00<br />,4.0,,-,76.0,,1026,8.0,,1:20 AM,10.0,SSW,9.3,210,2015-03-07 01:20:00,6,1
2305,2015-03-07 02:00:00,2.99800006,Unknown,2015-03-07 02:20:00<br />,5.0,,-,87.0,,1025,7.0,,2:20 AM,10.0,SW,9.3,230,2015-03-07 02:20:00,6,2
2306,2015-03-07 03:00:00,3.25700002,Unknown,2015-03-07 03:20:00<br />,5.0,,-,87.0,,1025,7.0,,3:20 AM,10.0,West,1.9,270,2015-03-07 03:20:00,6,3
2307,2015-03-07 04:00:00,2.63900001,Mostly Cloudy,2015-03-07 04:20:00<br />,5.0,,-,87.0,,1025,7.0,,4:20 AM,10.0,West,7.4,270,2015-03-07 04:20:00,6,4
2308,2015-03-07 05:00:00,2.504,Overcast,2015-03-07 05:20:00<br />,6.0,,-,93.0,,1024,7.0,,5:20 AM,10.0,WSW,5.6,250,2015-03-07 05:20:00,6,5
2309,2015-03-07 06:00:00,2.905,Scattered Clouds,2015-03-07 06:20:00<br />,5.0,,-,87.0,,1024,7.0,,6:20 AM,10.0,West,3.7,270,2015-03-07 06:20:00,6,6
2310,2015-03-07 07:00:00,2.81900001,Overcast,2015-03-07 07:20:00<br />,6.0,,-,87.0,,1024,8.0,,7:20 AM,10.0,West,9.3,270,2015-03-07 07:20:00,6,7
2311,2015-03-07 08:00:00,2.44600001,Overcast,2015-03-07 08:20:00<br />,7.0,,-,93.0,,1024,8.0,,8:20 AM,10.0,WSW,7.4,250,2015-03-07 08:20:00,6,8
2312,2015-03-07 09:00:00,2.437,Partly Cloudy,2015-03-07 09:20:00<br />,7.0,,-,87.0,,1024,9.0,,9:20 AM,10.0,WSW,11.1,250,2015-03-07 09:20:00,6,9
2313,2015-03-07 10:00:00,2.69800004,Unknown,2015-03-07 10:20:00<br />,7.0,,-,82.0,,1024,10.0,,10:20 AM,10.0,WSW,9.3,240,2015-03-07 10:20:00,6,10
2314,2015-03-07 11:00:00,2.60800002,Unknown,2015-03-07 11:20:00<br />,8.0,,-,77.0,,1024,12.0,,11:20 AM,10.0,WNW,9.3,290,2015-03-07 11:20:00,6,11
2315,2015-03-07 12:00:00,2.26200006,Unknown,2015-03-07 12:20:00<br />,7.0,,-,72.0,,1024,12.0,,12:20 PM,10.0,West,9.3,260,2015-03-07 12:20:00,6,12
2316,2015-03-07 13:00:00,2.46400001,Unknown,2015-03-07 13:20:00<br />,8.0,,-,67.0,,1023,14.0,,1:20 PM,10.0,SSW,9.3,210,2015-03-07 13:20:00,6,13
2317,2015-03-07 14:00:00,2.64900005,Unknown,2015-03-07 14:20:00<br />,8.0,,-,72.0,,1022,13.0,,2:20 PM,10.0,WNW,11.1,290,2015-03-07 14:20:00,6,14
2318,2015-03-07 15:00:00,2.08400004,Unknown,2015-03-07 15:20:00<br />,8.0,,-,77.0,,1022,12.0,,3:20 PM,10.0,NW,20.4,310,2015-03-07 15:20:00,6,15
2319,2015-03-07 16:00:00,2.167,Partly Cloudy,2015-03-07 16:20:00<br />,8.0,,-,82.0,,1022,11.0,,4:20 PM,10.0,WNW,16.7,300,2015-03-07 16:20:00,6,16
2320,2015-03-07 17:00:00,1.69800001,Unknown,2015-03-07 17:20:00<br />,7.0,,-,87.0,,1022,9.0,,5:20 PM,10.0,WNW,14.8,300,2015-03-07 17:20:00,6,17
2321,2015-03-07 18:00:00,2.38100004,Partly Cloudy,2015-03-07 18:20:00<br />,6.0,,-,93.0,,1022,7.0,,6:20 PM,8.0,WNW,11.1,300,2015-03-07 18:20:00,6,18
2322,2015-03-07 19:00:00,2.07700001,Mostly Cloudy,2015-03-07 19:20:00<br />,6.0,,-,93.0,,1022,7.0,,7:20 PM,6.0,WNW,9.3,290,2015-03-07 19:20:00,6,19
2323,2015-03-07 20:00:00,2.46100003,Overcast,2015-03-07 20:20:00<br />,5.0,,-,93.0,,1022,6.0,,8:20 PM,2.0,WNW,11.1,290,2015-03-07 20:20:00,6,20
2324,2015-03-07 21:00:00,2.12000003,Partly Cloudy,2015-03-07 21:20:00<br />,6.0,,-,93.0,,1023,7.0,,9:20 PM,10.0,WNW,16.7,290,2015-03-07 21:20:00,6,21
2325,2015-03-07 22:00:00,2.43000004,Scattered Clouds,2015-03-07 22:20:00<br />,5.0,,-,87.0,,1022,7.0,,10:20 PM,10.0,West,16.7,270,2015-03-07 22:20:00,6,22
2326,2015-03-07 23:00:00,2.29300002,Overcast,2015-03-07 23:20:00<br />,6.0,,-,93.0,,1022,7.0,,11:20 PM,10.0,WSW,11.1,250,2015-03-07 23:20:00,6,23
2327,2015-03-08 00:00:00,2.34199998,Overcast,2015-03-08 00:20:00<br />,5.0,,-,87.0,,1021,7.0,,12:20 AM,10.0,WSW,7.4,240,2015-03-08 00:20:00,7,0
2328,2015-03-08 01:00:00,2.18700001,Overcast,2015-03-08 01:20:00<br />,6.0,,-,93.0,,1021,7.0,,1:20 AM,10.0,SW,14.8,230,2015-03-08 01:20:00,7,1
2329,2015-03-08 02:00:00,2.54300003,Overcast,2015-03-08 02:20:00<br />,5.0,,-,81.0,,1021,8.0,,2:20 AM,10.0,SSW,13.0,210,2015-03-08 02:20:00,7,2
2330,2015-03-08 03:00:00,1.94699999,Overcast,2015-03-08 03:20:00<br />,6.0,,-,87.0,,1020,8.0,,3:20 AM,10.0,SSW,11.1,200,2015-03-08 03:20:00,7,3
2331,2015-03-08 04:00:00,2.79200003,Overcast,2015-03-08 04:20:00<br />,6.0,,-,87.0,,1020,8.0,,4:20 AM,10.0,SSW,9.3,210,2015-03-08 04:20:00,7,4
2332,2015-03-08 05:00:00,2.12100003,Mostly Cloudy,2015-03-08 05:20:00<br />,7.0,,-,93.0,,1020,8.0,,5:20 AM,10.0,SSW,13.0,200,2015-03-08 05:20:00,7,5
2333,2015-03-08 06:00:00,2.77199998,Overcast,2015-03-08 06:20:00<br />,7.0,,-,87.0,,1020,9.0,,6:20 AM,10.0,SSW,7.4,200,2015-03-08 06:20:00,7,6
2334,2015-03-08 07:00:00,2.14500005,Overcast,2015-03-08 07:20:00<br />,8.0,,-,93.0,,1020,9.0,,7:20 AM,10.0,WSW,16.7,240,2015-03-08 07:20:00,7,7
2335,2015-03-08 08:00:00,2.53700002,Overcast,2015-03-08 08:20:00<br />,8.0,,-,93.0,,1020,9.0,,8:20 AM,10.0,SW,14.8,220,2015-03-08 08:20:00,7,8
2336,2015-03-08 09:00:00,1.86900001,Overcast,2015-03-08 09:20:00<br />,8.0,,-,93.0,,1020,9.0,,9:20 AM,10.0,SW,11.1,230,2015-03-08 09:20:00,7,9
2337,2015-03-08 10:00:00,2.45600003,Light Rain,2015-03-08 10:20:00<br />,8.0,Rain,-,93.0,,1021,9.0,,10:20 AM,2.9,SW,11.1,230,2015-03-08 10:20:00,7,10
2338,2015-03-08 11:00:00,2.15500001,Light Rain,2015-03-08 11:20:00<br />,9.0,Rain,-,100.0,,1021,9.0,,11:20 AM,4.5,WSW,16.7,240,2015-03-08 11:20:00,7,11
2339,2015-03-08 12:00:00,2.21700003,Light Rain,2015-03-08 12:20:00<br />,9.0,Rain,-,100.0,,1022,9.0,,12:20 PM,7.0,West,25.9,270,2015-03-08 12:20:00,7,12
2340,2015-03-08 13:00:00,1.94300003,Overcast,2015-03-08 13:20:00<br />,9.0,,-,100.0,,1022,9.0,,1:20 PM,10.0,West,20.4,260,2015-03-08 13:20:00,7,13
2341,2015-03-08 14:00:00,2.51600004,Overcast,2015-03-08 14:20:00<br />,8.0,,-,93.0,,1023,9.0,,2:20 PM,10.0,West,22.2,260,2015-03-08 14:20:00,7,14
2342,2015-03-08 15:00:00,1.90400002,Scattered Clouds,2015-03-08 15:20:00<br />,7.0,,-,87.0,,1023,9.0,,3:20 PM,10.0,WNW,20.4,300,2015-03-08 15:20:00,7,15
2343,2015-03-08 16:00:00,2.03300003,Mostly Cloudy,2015-03-08 16:20:00<br />,6.0,,-,76.0,,1024,10.0,,4:20 PM,10.0,NW,16.7,320,2015-03-08 16:20:00,7,16
2344,2015-03-08 17:00:00,2.47800004,Mostly Cloudy,2015-03-08 17:20:00<br />,7.0,,-,93.0,,1024,8.0,,5:20 PM,10.0,West,13.0,280,2015-03-08 17:20:00,7,17
2345,2015-03-08 18:00:00,1.88900003,Partly Cloudy,2015-03-08 18:20:00<br />,5.0,,-,93.0,,1025,6.0,,6:20 PM,10.0,North,7.4,350,2015-03-08 18:20:00,7,18
2346,2015-03-08 19:00:00,2.26500005,Partly Cloudy,2015-03-08 19:20:00<br />,4.0,,-,87.0,,1026,6.0,,7:20 PM,10.0,NNW,11.1,340,2015-03-08 19:20:00,7,19
2347,2015-03-08 20:00:00,2.72200003,Unknown,2015-03-08 20:20:00<br />,3.0,,-,87.0,,1027,5.0,,8:20 PM,10.0,North,9.3,350,2015-03-08 20:20:00,7,20
2348,2015-03-08 21:00:00,2.46300005,Unknown,2015-03-08 21:20:00<br />,2.0,,-,87.0,,1028,4.0,,9:20 PM,10.0,NNW,9.3,340,2015-03-08 21:20:00,7,21
2349,2015-03-08 22:00:00,2.67400006,Unknown,2015-03-08 22:20:00<br />,2.0,,-,87.0,,1027,4.0,,10:20 PM,10.0,North,7.4,360,2015-03-08 22:20:00,7,22
2350,2015-03-08 23:00:00,2.31600001,Unknown,2015-03-08 23:20:00<br />,0.0,,-,81.0,,1027,3.0,,11:20 PM,10.0,NNE,7.4,30,2015-03-08 23:20:00,7,23
2351,2015-03-09 00:00:00,3.58700007,Unknown,2015-03-09 00:20:00<br />,1.0,,-,87.0,,1027,3.0,,12:20 AM,10.0,NE,9.3,50,2015-03-09 00:20:00,1,0
2352,2015-03-09 01:00:00,2.45500005,Unknown,2015-03-09 01:20:00<br />,1.0,,-,87.0,,1026,3.0,,1:20 AM,10.0,ENE,14.8,60,2015-03-09 01:20:00,1,1
2353,2015-03-09 02:00:00,2.58800001,Unknown,2015-03-09 02:20:00<br />,2.0,,-,93.0,,1027,3.0,,2:20 AM,10.0,East,9.3,100,2015-03-09 02:20:00,1,2
2354,2015-03-09 03:00:00,2.73200004,Unknown,2015-03-09 03:20:00<br />,2.0,,-,100.0,,1027,2.0,,3:20 AM,10.0,ENE,7.4,70,2015-03-09 03:20:00,1,3
2355,2015-03-09 04:00:00,2.28100004,Unknown,2015-03-09 04:20:00<br />,1.0,,-,100.0,,1026,1.0,,4:20 AM,10.0,East,13.0,80,2015-03-09 04:20:00,1,4
2356,2015-03-09 05:00:00,2.76900001,Unknown,2015-03-09 05:20:00<br />,3.0,,-,93.0,,1025,4.0,,5:20 AM,10.0,East,13.0,100,2015-03-09 05:20:00,1,5
2357,2015-03-09 06:00:00,4.624,Unknown,2015-03-09 06:20:00<br />,3.0,,-,93.0,,1024,4.0,,6:20 AM,10.0,East,14.8,100,2015-03-09 06:20:00,1,6
2358,2015-03-09 07:00:00,5.17600002,Unknown,2015-03-09 07:20:00<br />,4.0,,-,93.0,,1024,5.0,,7:20 AM,10.0,ESE,16.7,120,2015-03-09 07:20:00,1,7
2359,2015-03-09 08:00:00,9.72099997,Mostly Cloudy,2015-03-09 08:20:00<br />,5.0,,-,93.0,,1024,6.0,,8:20 AM,9.0,ESE,20.4,120,2015-03-09 08:20:00,1,8
2360,2015-03-09 09:00:00,16.28500018,Overcast,2015-03-09 09:20:00<br />,6.0,,-,93.0,,1023,7.0,,9:20 AM,7.0,ESE,18.5,120,2015-03-09 09:20:00,1,9
2361,2015-03-09 10:00:00,20.16099989,Light Rain,2015-03-09 10:20:00<br />,7.0,Rain,-,93.0,,1022,8.0,,10:20 AM,7.0,ESE,14.8,120,2015-03-09 10:20:00,1,10
2362,2015-03-09 11:00:00,19.57699959,Overcast,2015-03-09 11:20:00<br />,8.0,,-,93.0,,1022,9.0,,11:20 AM,10.0,SSE,16.7,150,2015-03-09 11:20:00,1,11
2363,2015-03-09 12:00:00,22.84600001,Overcast,2015-03-09 12:20:00<br />,8.0,,-,93.0,,1021,9.0,,12:20 PM,10.0,South,14.8,170,2015-03-09 12:20:00,1,12
2364,2015-03-09 13:00:00,20.82,Light Rain,2015-03-09 13:20:00<br />,8.0,Rain,-,87.0,,1020,10.0,,1:20 PM,10.0,SSW,14.8,200,2015-03-09 13:20:00,1,13
2365,2015-03-09 14:00:00,14.235,Overcast,2015-03-09 14:20:00<br />,9.0,,-,88.0,,1020,11.0,,2:20 PM,10.0,SSW,18.5,200,2015-03-09 14:20:00,1,14
2366,2015-03-09 15:00:00,14.145,Overcast,2015-03-09 15:20:00<br />,8.0,,-,82.0,,1019,11.0,,3:20 PM,10.0,SW,14.8,220,2015-03-09 15:20:00,1,15
2367,2015-03-09 16:00:00,13.275,Overcast,2015-03-09 16:20:00<br />,9.0,,-,94.0,,1019,10.0,,4:20 PM,10.0,SW,14.8,230,2015-03-09 16:20:00,1,16
2368,2015-03-09 17:00:00,21.11900019,Rain,2015-03-09 17:20:00<br />,10.0,Rain,-,100.0,,1020,10.0,,5:20 PM,2.7,West,25.9,260,2015-03-09 17:20:00,1,17
2369,2015-03-09 18:00:00,16.81400008,Mostly Cloudy,2015-03-09 18:20:00<br />,8.0,,-,93.0,,1021,9.0,,6:20 PM,10.0,West,25.9,260,2015-03-09 18:20:00,1,18
2370,2015-03-09 19:00:00,10.44399978,Unknown,2015-03-09 19:20:00<br />,7.0,,-,87.0,,1022,9.0,,7:20 PM,10.0,West,27.8,260,2015-03-09 19:20:00,1,19
2371,2015-03-09 20:00:00,4.31800002,Overcast,2015-03-09 20:20:00<br />,7.0,,-,93.0,,1022,8.0,,8:20 PM,10.0,West,25.9,270,2015-03-09 20:20:00,1,20
2372,2015-03-09 21:00:00,4.22699999,Overcast,2015-03-09 21:20:00<br />,7.0,,-,93.0,,1023,8.0,,9:20 PM,8.0,West,20.4,270,2015-03-09 21:20:00,1,21
2373,2015-03-09 22:00:00,4.19700002,Overcast,2015-03-09 22:20:00<br />,6.0,,-,93.0,,1024,7.0,,10:20 PM,8.0,West,20.4,280,2015-03-09 22:20:00,1,22
2374,2015-03-09 23:00:00,3.95700002,Overcast,2015-03-09 23:20:00<br />,6.0,,-,93.0,,1025,7.0,,11:20 PM,7.0,West,16.7,280,2015-03-09 23:20:00,1,23
2375,2015-03-10 00:00:00,4.11199998,Partly Cloudy,2015-03-10 00:20:00<br />,5.0,,-,93.0,,1026,6.0,,12:20 AM,6.0,WNW,13.0,290,2015-03-10 00:20:00,2,0
2376,2015-03-10 01:00:00,3.70300002,Unknown,2015-03-10 01:20:00<br />,4.0,,-,100.0,,1026,4.0,,1:20 AM,8.0,WNW,11.1,290,2015-03-10 01:20:00,2,1
2377,2015-03-10 02:00:00,3.99900001,Unknown,2015-03-10 02:20:00<br />,3.0,,-,93.0,,1027,4.0,,2:20 AM,7.0,NW,18.5,320,2015-03-10 02:20:00,2,2
2378,2015-03-10 03:00:00,4.18800002,Unknown,2015-03-10 03:20:00<br />,4.0,,-,100.0,,1027,4.0,,3:20 AM,8.0,NW,11.1,310,2015-03-10 03:20:00,2,3
2379,2015-03-10 04:00:00,3.77599996,Unknown,2015-03-10 04:20:00<br />,3.0,,-,93.0,,1028,4.0,,4:20 AM,10.0,WNW,9.3,290,2015-03-10 04:20:00,2,4
