,timestamp,energy,TimeMST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />,timestamp.1,weekday,hour
1044,2015-02-13 19:00:00,45.29,7:51 PM,24.4,0.6,21.0,1016.3,16.1,North,13.0,-,,,Clear,350,2015-02-14 02:51:00<br />,2015-02-13 19:51:00,5,19
1045,2015-02-13 20:00:00,42.6,8:51 PM,20.0,3.3,33.0,1016.7,16.1,WSW,9.3,-,,,Clear,240,2015-02-14 03:51:00<br />,2015-02-13 20:51:00,5,20
1046,2015-02-13 21:00:00,40.87,9:51 PM,19.4,3.3,34.0,1017.1,16.1,South,5.6,-,,,Clear,180,2015-02-14 04:51:00<br />,2015-02-13 21:51:00,5,21
1047,2015-02-13 22:00:00,41.39,10:51 PM,19.4,2.2,32.0,1017.1,16.1,Calm,Calm,-,,,Clear,0,2015-02-14 05:51:00<br />,2015-02-13 22:51:00,5,22
1048,2015-02-13 23:00:00,41.26,11:51 PM,17.8,3.9,40.0,1017.5,16.1,East,5.6,-,,,Clear,90,2015-02-14 06:51:00<br />,2015-02-13 23:51:00,5,23
1049,2015-02-14 00:00:00,38.26,12:51 AM,16.7,3.9,43.0,1017.6,16.1,East,7.4,-,,,Clear,90,2015-02-14 07:51:00<br />,2015-02-14 00:51:00,6,0
1050,2015-02-14 01:00:00,36.89,1:51 AM,15.6,5.0,49.0,1017.3,16.1,Calm,Calm,-,,,Clear,0,2015-02-14 08:51:00<br />,2015-02-14 01:51:00,6,1
1051,2015-02-14 02:00:00,36.18,2:51 AM,15.0,4.4,49.0,1017.2,16.1,Calm,Calm,-,,,Clear,0,2015-02-14 09:51:00<br />,2015-02-14 02:51:00,6,2
1052,2015-02-14 03:00:00,32.86,3:51 AM,15.0,3.3,46.0,1017.2,16.1,Calm,Calm,-,,,Clear,0,2015-02-14 10:51:00<br />,2015-02-14 03:51:00,6,3
1053,2015-02-14 04:00:00,30.37,4:51 AM,14.4,3.9,49.0,1017.1,16.1,Calm,Calm,-,,,Clear,0,2015-02-14 11:51:00<br />,2015-02-14 04:51:00,6,4
1054,2015-02-14 05:00:00,27.97,5:51 AM,12.8,5.0,59.0,1017.0,16.1,Variable,5.6,-,,,Partly Cloudy,0,2015-02-14 12:51:00<br />,2015-02-14 05:51:00,6,5
1055,2015-02-14 06:00:00,29.28,6:51 AM,14.4,3.3,47.0,1017.6,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-02-14 13:51:00<br />,2015-02-14 06:51:00,6,6
1056,2015-02-14 07:00:00,26.02,7:51 AM,15.0,3.9,48.0,1017.9,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-02-14 14:51:00<br />,2015-02-14 07:51:00,6,7
1057,2015-02-14 08:00:00,27.4,8:51 AM,17.8,2.8,37.0,1018.5,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-02-14 15:51:00<br />,2015-02-14 08:51:00,6,8
1058,2015-02-14 09:00:00,28.31,9:51 AM,21.1,3.9,32.0,1018.1,16.1,East,7.4,-,,,Mostly Cloudy,100,2015-02-14 16:51:00<br />,2015-02-14 09:51:00,6,9
1059,2015-02-14 10:00:00,26.22,10:51 AM,23.9,3.3,26.0,1017.7,16.1,ESE,14.8,-,,,Mostly Cloudy,110,2015-02-14 17:51:00<br />,2015-02-14 10:51:00,6,10
1060,2015-02-14 11:00:00,26.17,11:51 AM,25.0,2.8,24.0,1016.8,16.1,NE,7.4,-,,,Mostly Cloudy,40,2015-02-14 18:51:00<br />,2015-02-14 11:51:00,6,11
1061,2015-02-14 12:00:00,25.93,12:51 PM,26.1,2.2,21.0,1015.7,16.1,Variable,5.6,-,,,Mostly Cloudy,0,2015-02-14 19:51:00<br />,2015-02-14 12:51:00,6,12
1062,2015-02-14 13:00:00,26.12,1:51 PM,27.8,2.2,19.0,1014.3,16.1,East,11.1,-,,,Mostly Cloudy,100,2015-02-14 20:51:00<br />,2015-02-14 13:51:00,6,13
1063,2015-02-14 14:00:00,30.63,2:51 PM,27.8,2.2,19.0,1013.5,16.1,East,5.6,-,,,Mostly Cloudy,100,2015-02-14 21:51:00<br />,2015-02-14 14:51:00,6,14
1064,2015-02-14 15:00:00,38.55,3:51 PM,27.8,2.2,19.0,1013.1,16.1,ESE,5.6,-,,,Mostly Cloudy,110,2015-02-14 22:51:00<br />,2015-02-14 15:51:00,6,15
1065,2015-02-14 16:00:00,39.72,4:51 PM,27.2,3.3,21.0,1012.9,16.1,SSW,7.4,-,,,Mostly Cloudy,210,2015-02-14 23:51:00<br />,2015-02-14 16:51:00,6,16
1066,2015-02-14 17:00:00,40.44,5:51 PM,26.1,3.9,24.0,1013.0,16.1,WSW,11.1,-,,,Mostly Cloudy,240,2015-02-15 00:51:00<br />,2015-02-14 17:51:00,6,17
1067,2015-02-14 18:00:00,39.68,6:51 PM,24.4,4.4,27.0,1013.3,16.1,SW,7.4,-,,,Mostly Cloudy,230,2015-02-15 01:51:00<br />,2015-02-14 18:51:00,6,18
1068,2015-02-14 19:00:00,39.82,7:51 PM,24.4,4.4,27.0,1013.3,16.1,West,5.6,-,,,Mostly Cloudy,280,2015-02-15 02:51:00<br />,2015-02-14 19:51:00,6,19
1069,2015-02-14 20:00:00,35.12,8:51 PM,23.3,5.0,30.0,1013.4,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-02-15 03:51:00<br />,2015-02-14 20:51:00,6,20
1070,2015-02-14 21:00:00,33.81,9:51 PM,21.7,5.6,35.0,1013.5,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-02-15 04:51:00<br />,2015-02-14 21:51:00,6,21
1071,2015-02-14 22:00:00,34.04,10:51 PM,21.7,6.7,38.0,1013.4,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-02-15 05:51:00<br />,2015-02-14 22:51:00,6,22
1072,2015-02-14 23:00:00,33.52,11:51 PM,21.1,7.8,42.0,1013.6,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-02-15 06:51:00<br />,2015-02-14 23:51:00,6,23
1073,2015-02-15 00:00:00,33.4,12:51 AM,21.1,6.1,38.0,1013.4,16.1,East,5.6,-,,,Mostly Cloudy,80,2015-02-15 07:51:00<br />,2015-02-15 00:51:00,7,0
1074,2015-02-15 01:00:00,31.92,1:51 AM,20.6,6.7,40.0,1013.2,16.1,ENE,9.3,-,,,Mostly Cloudy,60,2015-02-15 08:51:00<br />,2015-02-15 01:51:00,7,1
1075,2015-02-15 02:00:00,33.57,2:51 AM,18.9,7.2,47.0,1013.3,16.1,East,11.1,-,,,Mostly Cloudy,90,2015-02-15 09:51:00<br />,2015-02-15 02:51:00,7,2
1076,2015-02-15 03:00:00,33.33,3:51 AM,18.3,7.8,50.0,1013.4,16.1,East,7.4,-,,,Mostly Cloudy,100,2015-02-15 10:51:00<br />,2015-02-15 03:51:00,7,3
1077,2015-02-15 04:00:00,19.89,4:51 AM,18.3,8.3,52.0,1013.5,16.1,ESE,11.1,-,,,Overcast,110,2015-02-15 11:51:00<br />,2015-02-15 04:51:00,7,4
1078,2015-02-15 05:00:00,25.68,5:51 AM,17.8,8.9,56.0,1013.6,16.1,East,13.0,-,,,Overcast,80,2015-02-15 12:51:00<br />,2015-02-15 05:51:00,7,5
1079,2015-02-15 06:00:00,25.18,6:51 AM,17.2,8.9,58.0,1013.8,16.1,East,9.3,-,,,Mostly Cloudy,90,2015-02-15 13:51:00<br />,2015-02-15 06:51:00,7,6
1080,2015-02-15 07:00:00,26.72,7:51 AM,17.8,9.4,58.0,1014.3,16.1,East,7.4,-,,,Mostly Cloudy,100,2015-02-15 14:51:00<br />,2015-02-15 07:51:00,7,7
1081,2015-02-15 08:00:00,25.71,8:51 AM,18.9,9.4,54.0,1014.6,16.1,ESE,9.3,-,,,Mostly Cloudy,110,2015-02-15 15:51:00<br />,2015-02-15 08:51:00,7,8
1082,2015-02-15 09:00:00,25.6,9:51 AM,19.4,9.4,52.0,1014.9,16.1,East,7.4,-,,,Mostly Cloudy,100,2015-02-15 16:51:00<br />,2015-02-15 09:51:00,7,9
1083,2015-02-15 10:00:00,25.57,10:51 AM,21.1,8.3,44.0,1015.1,16.1,SSW,7.4,-,,,Mostly Cloudy,210,2015-02-15 17:51:00<br />,2015-02-15 10:51:00,7,10
1084,2015-02-15 11:00:00,25.6,11:51 AM,22.2,8.3,41.0,1014.9,16.1,Variable,5.6,-,,,Mostly Cloudy,0,2015-02-15 18:51:00<br />,2015-02-15 11:51:00,7,11
1085,2015-02-15 12:00:00,25.04,12:51 PM,24.4,7.2,33.0,1013.7,16.1,Variable,5.6,-,,,Mostly Cloudy,0,2015-02-15 19:51:00<br />,2015-02-15 12:51:00,7,12
1086,2015-02-15 13:00:00,24.91,1:51 PM,24.4,6.7,32.0,1012.4,16.1,WNW,11.1,-,,,Mostly Cloudy,290,2015-02-15 20:51:00<br />,2015-02-15 13:51:00,7,13
1087,2015-02-15 14:00:00,35.52,2:51 PM,26.1,7.2,30.0,1011.3,16.1,West,14.8,-,,,Mostly Cloudy,280,2015-02-15 21:51:00<br />,2015-02-15 14:51:00,7,14
1088,2015-02-15 15:00:00,42.92,3:51 PM,25.6,7.8,32.0,1010.7,16.1,WNW,16.7,-,,,Mostly Cloudy,290,2015-02-15 22:51:00<br />,2015-02-15 15:51:00,7,15
1089,2015-02-15 16:00:00,43.1,4:51 PM,25.0,8.3,34.0,1010.4,16.1,WNW,20.4,-,,,Mostly Cloudy,290,2015-02-15 23:51:00<br />,2015-02-15 16:51:00,7,16
1090,2015-02-15 17:00:00,42.77,5:51 PM,24.4,8.9,37.0,1011.2,16.1,WNW,22.2,-,,,Mostly Cloudy,290,2015-02-16 00:51:00<br />,2015-02-15 17:51:00,7,17
1091,2015-02-15 18:00:00,43.52,6:51 PM,23.3,8.9,40.0,1011.4,16.1,West,14.8,-,,,Mostly Cloudy,260,2015-02-16 01:51:00<br />,2015-02-15 18:51:00,7,18
1092,2015-02-15 19:00:00,41.62,7:51 PM,21.1,9.4,47.0,1011.7,16.1,SSW,5.6,-,,,Scattered Clouds,200,2015-02-16 02:51:00<br />,2015-02-15 19:51:00,7,19
1093,2015-02-15 20:00:00,41.34,8:51 PM,20.6,11.1,54.0,1012.1,16.1,ESE,7.4,-,,,Partly Cloudy,110,2015-02-16 03:51:00<br />,2015-02-15 20:51:00,7,20
1094,2015-02-15 21:00:00,39.25,9:51 PM,19.4,11.1,59.0,1012.6,16.1,ENE,5.6,-,,,Scattered Clouds,60,2015-02-16 04:51:00<br />,2015-02-15 21:51:00,7,21
1095,2015-02-15 22:00:00,36.74,10:51 PM,18.9,11.1,60.0,1012.9,16.1,ENE,7.4,-,,,Scattered Clouds,60,2015-02-16 05:51:00<br />,2015-02-15 22:51:00,7,22
1096,2015-02-15 23:00:00,36.94,11:51 PM,17.8,11.1,65.0,1012.8,16.1,East,9.3,-,,,Partly Cloudy,90,2015-02-16 06:51:00<br />,2015-02-15 23:51:00,7,23
1097,2015-02-16 00:00:00,36.69,12:51 AM,17.2,10.6,65.0,1012.7,16.1,East,5.6,-,,,Partly Cloudy,90,2015-02-16 07:51:00<br />,2015-02-16 00:51:00,1,0
1098,2015-02-16 01:00:00,35.87,1:51 AM,16.1,9.4,64.0,1012.8,16.1,East,13.0,-,,,Clear,100,2015-02-16 08:51:00<br />,2015-02-16 01:51:00,1,1
1099,2015-02-16 02:00:00,36.11,2:51 AM,15.6,9.4,67.0,1012.6,16.1,East,11.1,-,,,Clear,90,2015-02-16 09:51:00<br />,2015-02-16 02:51:00,1,2
1100,2015-02-16 03:00:00,28.64,3:51 AM,15.0,9.4,69.0,1012.3,16.1,East,13.0,-,,,Partly Cloudy,80,2015-02-16 10:51:00<br />,2015-02-16 03:51:00,1,3
1101,2015-02-16 04:00:00,29.28,4:51 AM,14.4,8.9,70.0,1012.5,16.1,East,9.3,-,,,Partly Cloudy,80,2015-02-16 11:51:00<br />,2015-02-16 04:51:00,1,4
1102,2015-02-16 05:00:00,28.47,5:51 AM,13.3,8.9,75.0,1012.7,16.1,East,9.3,-,,,Clear,90,2015-02-16 12:51:00<br />,2015-02-16 05:51:00,1,5
1103,2015-02-16 06:00:00,26.27,6:51 AM,13.3,8.9,75.0,1013.4,16.1,East,11.1,-,,,Partly Cloudy,90,2015-02-16 13:51:00<br />,2015-02-16 06:51:00,1,6
1104,2015-02-16 07:00:00,25.16,7:51 AM,13.9,8.3,69.0,1013.9,16.1,ESE,7.4,-,,,Partly Cloudy,110,2015-02-16 14:51:00<br />,2015-02-16 07:51:00,1,7
1105,2015-02-16 08:00:00,25.22,8:51 AM,16.7,8.9,60.0,1014.5,16.1,ESE,7.4,-,,,Partly Cloudy,110,2015-02-16 15:51:00<br />,2015-02-16 08:51:00,1,8
1106,2015-02-16 09:00:00,25.24,9:51 AM,18.9,9.4,54.0,1014.8,16.1,SE,11.1,-,,,Partly Cloudy,140,2015-02-16 16:51:00<br />,2015-02-16 09:51:00,1,9
1107,2015-02-16 10:00:00,25.39,10:51 AM,20.0,10.6,55.0,1014.7,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-02-16 17:51:00<br />,2015-02-16 10:51:00,1,10
1108,2015-02-16 11:00:00,28.67,11:51 AM,21.1,10.6,51.0,1013.9,16.1,West,7.4,-,,,Partly Cloudy,270,2015-02-16 18:51:00<br />,2015-02-16 11:51:00,1,11
1109,2015-02-16 12:00:00,36.58,12:51 PM,22.8,10.6,46.0,1012.8,16.1,Variable,5.6,-,,,Partly Cloudy,0,2015-02-16 19:51:00<br />,2015-02-16 12:51:00,1,12
1110,2015-02-16 13:00:00,38.7,1:51 PM,24.4,10.0,40.0,1011.5,16.1,West,14.8,-,,,Partly Cloudy,260,2015-02-16 20:51:00<br />,2015-02-16 13:51:00,1,13
1111,2015-02-16 14:00:00,37.88,2:51 PM,24.4,8.9,37.0,1011.0,16.1,West,13.0,-,,,Partly Cloudy,280,2015-02-16 21:51:00<br />,2015-02-16 14:51:00,1,14
1112,2015-02-16 15:00:00,40.58,3:51 PM,25.0,7.8,33.0,1010.2,16.1,West,20.4,-,,,Partly Cloudy,260,2015-02-16 22:51:00<br />,2015-02-16 15:51:00,1,15
1113,2015-02-16 16:00:00,42.65,4:51 PM,25.0,6.1,30.0,1009.7,16.1,West,22.2,-,,,Partly Cloudy,280,2015-02-16 23:51:00<br />,2015-02-16 16:51:00,1,16
1114,2015-02-16 17:00:00,44.11,5:51 PM,25.0,6.1,30.0,1009.7,16.1,West,18.5,-,,,Scattered Clouds,260,2015-02-17 00:51:00<br />,2015-02-16 17:51:00,1,17
1115,2015-02-16 18:00:00,44.69,6:51 PM,23.9,6.1,32.0,1009.8,16.1,WSW,9.3,-,,,Scattered Clouds,250,2015-02-17 01:51:00<br />,2015-02-16 18:51:00,1,18
1116,2015-02-16 19:00:00,44.94,7:51 PM,21.7,6.7,38.0,1010.4,16.1,SSW,5.6,-,,,Scattered Clouds,200,2015-02-17 02:51:00<br />,2015-02-16 19:51:00,1,19
1117,2015-02-16 20:00:00,43.74,8:51 PM,22.0,7.0,38.0,1011.7,16.1,Variable,5.6,-,,,Scattered Clouds,0,2015-02-17 03:51:00<br />,2015-02-16 20:51:00,1,20
1118,2015-02-16 21:00:00,41.02,9:51 PM,22.2,6.7,37.0,1011.6,16.1,WNW,7.4,-,,,Scattered Clouds,300,2015-02-17 04:51:00<br />,2015-02-16 21:51:00,1,21
1119,2015-02-16 22:00:00,43.49,10:51 PM,20.0,7.8,45.0,1012.1,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-02-17 05:51:00<br />,2015-02-16 22:51:00,1,22
1120,2015-02-16 23:00:00,42.97,11:51 PM,18.3,8.3,52.0,1012.5,16.1,SSW,5.6,-,,,Scattered Clouds,210,2015-02-17 06:51:00<br />,2015-02-16 23:51:00,1,23
1121,2015-02-17 00:00:00,42.61,12:51 AM,20.0,10.0,52.0,1012.8,16.1,West,20.4,-,,,Partly Cloudy,280,2015-02-17 07:51:00<br />,2015-02-17 00:51:00,2,0
1122,2015-02-17 01:00:00,42.64,1:51 AM,18.9,10.6,59.0,1013.4,16.1,Variable,7.4,-,,,Partly Cloudy,0,2015-02-17 08:51:00<br />,2015-02-17 01:51:00,2,1
1123,2015-02-17 02:00:00,43.25,2:51 AM,16.7,10.0,65.0,1014.3,16.1,North,5.6,-,,,Partly Cloudy,10,2015-02-17 09:51:00<br />,2015-02-17 02:51:00,2,2
1124,2015-02-17 03:00:00,38.36,3:51 AM,15.6,8.9,64.0,1014.5,16.1,East,5.6,-,,,Partly Cloudy,80,2015-02-17 10:51:00<br />,2015-02-17 03:51:00,2,3
1125,2015-02-17 04:00:00,37.08,4:51 AM,15.0,8.3,64.0,1015.0,16.1,NE,5.6,-,,,Partly Cloudy,50,2015-02-17 11:51:00<br />,2015-02-17 04:51:00,2,4
1126,2015-02-17 05:00:00,33.17,5:51 AM,14.4,-1.7,33.0,1015.9,16.1,SE,5.6,-,,,Partly Cloudy,130,2015-02-17 12:51:00<br />,2015-02-17 05:51:00,2,5
1127,2015-02-17 06:00:00,31.72,6:51 AM,12.8,-2.8,34.0,1017.0,16.1,SSE,7.4,-,,,Partly Cloudy,150,2015-02-17 13:51:00<br />,2015-02-17 06:51:00,2,6
1128,2015-02-17 07:00:00,27.45,7:51 AM,13.9,-5.0,27.0,1018.0,16.1,East,14.8,-,,,Clear,90,2015-02-17 14:51:00<br />,2015-02-17 07:51:00,2,7
1129,2015-02-17 08:00:00,29.28,8:51 AM,17.2,-8.3,17.0,1018.7,16.1,ENE,27.8,-,,,Clear,70,2015-02-17 15:51:00<br />,2015-02-17 08:51:00,2,8
1130,2015-02-17 09:00:00,29.33,9:51 AM,18.3,-8.3,16.0,1019.4,16.1,ENE,20.4,-,,,Clear,70,2015-02-17 16:51:00<br />,2015-02-17 09:51:00,2,9
1131,2015-02-17 10:00:00,27.2,10:51 AM,20.0,-8.9,14.0,1019.7,16.1,NE,18.5,-,,,Clear,50,2015-02-17 17:51:00<br />,2015-02-17 10:51:00,2,10
1132,2015-02-17 11:00:00,29.91,11:51 AM,21.1,-9.4,12.0,1019.3,16.1,ENE,13.0,-,,,Partly Cloudy,70,2015-02-17 18:51:00<br />,2015-02-17 11:51:00,2,11
1133,2015-02-17 12:00:00,37.09,12:51 PM,22.2,-11.1,10.0,1018.3,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-02-17 19:51:00<br />,2015-02-17 12:51:00,2,12
1134,2015-02-17 13:00:00,39.94,1:51 PM,23.3,-11.7,9.0,1017.2,16.1,Variable,5.6,-,,,Clear,0,2015-02-17 20:51:00<br />,2015-02-17 13:51:00,2,13
1135,2015-02-17 14:00:00,39.48,2:51 PM,23.3,-11.1,9.0,1016.6,16.1,NNE,7.4,-,,,Clear,20,2015-02-17 21:51:00<br />,2015-02-17 14:51:00,2,14
1136,2015-02-17 15:00:00,39.78,3:51 PM,24.4,-11.7,8.0,1016.0,16.1,Variable,7.4,-,,,Clear,0,2015-02-17 22:51:00<br />,2015-02-17 15:51:00,2,15
1137,2015-02-17 16:00:00,41.22,4:51 PM,24.4,-11.1,9.0,1015.7,16.1,West,11.1,-,,,Clear,260,2015-02-17 23:51:00<br />,2015-02-17 16:51:00,2,16
1138,2015-02-17 17:00:00,43.39,5:51 PM,23.9,-10.6,9.0,1015.7,16.1,NW,13.0,-,,,Partly Cloudy,310,2015-02-18 00:51:00<br />,2015-02-17 17:51:00,2,17
1139,2015-02-17 18:00:00,42.79,6:51 PM,21.1,-7.2,14.0,1016.4,16.1,SSW,7.4,-,,,Clear,210,2015-02-18 01:51:00<br />,2015-02-17 18:51:00,2,18
1140,2015-02-17 19:00:00,48.15,7:51 PM,20.6,-7.2,15.0,1016.9,16.1,Calm,Calm,-,,,Clear,0,2015-02-18 02:51:00<br />,2015-02-17 19:51:00,2,19
1141,2015-02-17 20:00:00,47.27,8:51 PM,17.8,-1.7,27.0,1016.9,16.1,SW,5.6,-,,,Clear,230,2015-02-18 03:51:00<br />,2015-02-17 20:51:00,2,20
1142,2015-02-17 21:00:00,47.2,9:51 PM,17.8,-5.0,21.0,1017.0,16.1,East,9.3,-,,,Clear,100,2015-02-18 04:51:00<br />,2015-02-17 21:51:00,2,21
1143,2015-02-17 22:00:00,48.32,10:51 PM,16.1,-3.3,26.0,1017.3,16.1,East,13.0,-,,,Clear,90,2015-02-18 05:51:00<br />,2015-02-17 22:51:00,2,22
1144,2015-02-17 23:00:00,48.69,11:51 PM,15.0,-3.3,28.0,1017.5,16.1,East,11.1,-,,,Clear,100,2015-02-18 06:51:00<br />,2015-02-17 23:51:00,2,23
1145,2015-02-18 00:00:00,48.35,12:51 AM,14.4,-3.3,30.0,1017.7,16.1,East,11.1,-,,,Clear,100,2015-02-18 07:51:00<br />,2015-02-18 00:51:00,3,0
1146,2015-02-18 01:00:00,47.34,1:51 AM,14.4,-3.3,30.0,1017.9,16.1,ESE,11.1,-,,,Clear,120,2015-02-18 08:51:00<br />,2015-02-18 01:51:00,3,1
1147,2015-02-18 02:00:00,46.98,2:51 AM,13.9,-2.2,33.0,1018.0,16.1,East,7.4,-,,,Clear,90,2015-02-18 09:51:00<br />,2015-02-18 02:51:00,3,2
1148,2015-02-18 03:00:00,34.35,3:51 AM,13.3,-2.8,33.0,1018.2,16.1,East,9.3,-,,,Clear,100,2015-02-18 10:51:00<br />,2015-02-18 03:51:00,3,3
1149,2015-02-18 04:00:00,31.16,4:51 AM,12.8,-2.8,34.0,1018.5,16.1,East,16.7,-,,,Clear,100,2015-02-18 11:51:00<br />,2015-02-18 04:51:00,3,4
1150,2015-02-18 05:00:00,28.23,5:51 AM,11.7,-2.8,37.0,1018.9,16.1,East,7.4,-,,,Clear,90,2015-02-18 12:51:00<br />,2015-02-18 05:51:00,3,5
1151,2015-02-18 06:00:00,31.29,6:51 AM,11.1,-2.2,40.0,1019.7,16.1,ENE,5.6,-,,,Clear,70,2015-02-18 13:51:00<br />,2015-02-18 06:51:00,3,6
1152,2015-02-18 07:00:00,26.54,7:51 AM,11.7,-2.2,38.0,1020.7,16.1,Calm,Calm,-,,,Clear,0,2015-02-18 14:51:00<br />,2015-02-18 07:51:00,3,7
1153,2015-02-18 08:00:00,26.17,8:51 AM,14.4,-2.2,32.0,1021.3,16.1,ESE,13.0,-,,,Clear,110,2015-02-18 15:51:00<br />,2015-02-18 08:51:00,3,8
1154,2015-02-18 09:00:00,29.82,9:51 AM,17.2,-3.3,25.0,1021.0,16.1,ESE,11.1,-,,,Partly Cloudy,110,2015-02-18 16:51:00<br />,2015-02-18 09:51:00,3,9
1155,2015-02-18 10:00:00,25.28,10:51 AM,19.4,-3.3,21.0,1020.5,16.1,East,16.7,-,,,Partly Cloudy,90,2015-02-18 17:51:00<br />,2015-02-18 10:51:00,3,10
1156,2015-02-18 11:00:00,29.22,11:51 AM,21.7,-5.0,16.0,1019.5,16.1,East,11.1,-,,,Partly Cloudy,80,2015-02-18 18:51:00<br />,2015-02-18 11:51:00,3,11
1157,2015-02-18 12:00:00,36.59,12:51 PM,23.3,-5.6,14.0,1018.0,16.1,ENE,7.4,-,,,Partly Cloudy,60,2015-02-18 19:51:00<br />,2015-02-18 12:51:00,3,12
1158,2015-02-18 13:00:00,38.61,1:51 PM,24.4,-6.7,12.0,1016.8,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-02-18 20:51:00<br />,2015-02-18 13:51:00,3,13
1159,2015-02-18 14:00:00,37.51,2:51 PM,25.6,-5.6,12.0,1015.9,16.1,WSW,9.3,-,,,Mostly Cloudy,250,2015-02-18 21:51:00<br />,2015-02-18 14:51:00,3,14
1160,2015-02-18 15:00:00,38.92,3:51 PM,25.0,-6.7,12.0,1015.7,16.1,Variable,7.4,-,,,Mostly Cloudy,0,2015-02-18 22:51:00<br />,2015-02-18 15:51:00,3,15
1161,2015-02-18 16:00:00,41.98,4:51 PM,25.0,-8.3,10.0,1015.4,16.1,Variable,7.4,-,,,Mostly Cloudy,0,2015-02-18 23:51:00<br />,2015-02-18 16:51:00,3,16
1162,2015-02-18 17:00:00,44.41,5:51 PM,25.0,-8.3,10.0,1015.9,16.1,West,9.3,-,,,Mostly Cloudy,260,2015-02-19 00:51:00<br />,2015-02-18 17:51:00,3,17
1163,2015-02-18 18:00:00,44.67,6:51 PM,24.4,-8.9,10.0,1016.8,16.1,West,7.4,-,,,Mostly Cloudy,270,2015-02-19 01:51:00<br />,2015-02-18 18:51:00,3,18
1164,2015-02-18 19:00:00,45.23,7:51 PM,23.3,-6.1,14.0,1017.1,16.1,WNW,9.3,-,,,Mostly Cloudy,290,2015-02-19 02:51:00<br />,2015-02-18 19:51:00,3,19
1165,2015-02-18 20:00:00,42.83,8:51 PM,20.0,-3.9,20.0,1017.6,16.1,East,9.3,-,,,Partly Cloudy,100,2015-02-19 03:51:00<br />,2015-02-18 20:51:00,3,20
1166,2015-02-18 21:00:00,40.96,9:51 PM,18.3,-1.1,27.0,1017.6,16.1,East,11.1,-,,,Scattered Clouds,90,2015-02-19 04:51:00<br />,2015-02-18 21:51:00,3,21
1167,2015-02-18 22:00:00,41.05,10:51 PM,17.2,-1.1,29.0,1017.7,16.1,East,13.0,-,,,Scattered Clouds,100,2015-02-19 05:51:00<br />,2015-02-18 22:51:00,3,22
1168,2015-02-18 23:00:00,40.64,11:51 PM,16.1,0.0,34.0,1017.7,16.1,East,13.0,-,,,Partly Cloudy,100,2015-02-19 06:51:00<br />,2015-02-18 23:51:00,3,23
1169,2015-02-19 00:00:00,39.93,12:51 AM,15.6,0.0,35.0,1017.4,16.1,East,9.3,-,,,Partly Cloudy,100,2015-02-19 07:51:00<br />,2015-02-19 00:51:00,4,0
1170,2015-02-19 01:00:00,39.7,1:51 AM,14.4,0.6,39.0,1017.1,16.1,ESE,7.4,-,,,Partly Cloudy,120,2015-02-19 08:51:00<br />,2015-02-19 01:51:00,4,1
1171,2015-02-19 02:00:00,42.02,2:51 AM,14.4,0.0,37.0,1016.9,16.1,ESE,5.6,-,,,Mostly Cloudy,110,2015-02-19 09:51:00<br />,2015-02-19 02:51:00,4,2
1172,2015-02-19 03:00:00,43.27,3:51 AM,13.9,-0.6,37.0,1016.4,16.1,East,11.1,-,,,Mostly Cloudy,80,2015-02-19 10:51:00<br />,2015-02-19 03:51:00,4,3
1173,2015-02-19 04:00:00,43.73,4:51 AM,13.3,0.0,40.0,1016.2,16.1,East,9.3,-,,,Mostly Cloudy,90,2015-02-19 11:51:00<br />,2015-02-19 04:51:00,4,4
1174,2015-02-19 05:00:00,30.96,5:51 AM,12.2,1.1,47.0,1016.7,16.1,East,9.3,-,,,Scattered Clouds,80,2015-02-19 12:51:00<br />,2015-02-19 05:51:00,4,5
1175,2015-02-19 06:00:00,26.32,6:51 AM,12.2,1.7,49.0,1017.2,16.1,East,11.1,-,,,Mostly Cloudy,80,2015-02-19 13:51:00<br />,2015-02-19 06:51:00,4,6
1176,2015-02-19 07:00:00,26.62,7:51 AM,12.2,1.7,49.0,1017.8,16.1,ESE,11.1,-,,,Mostly Cloudy,110,2015-02-19 14:51:00<br />,2015-02-19 07:51:00,4,7
1177,2015-02-19 08:00:00,30.62,8:51 AM,13.3,1.7,45.0,1018.3,16.1,ESE,9.3,-,,,Mostly Cloudy,110,2015-02-19 15:51:00<br />,2015-02-19 08:51:00,4,8
1178,2015-02-19 09:00:00,28.06,9:51 AM,15.6,1.1,38.0,1018.7,16.1,ESE,5.6,-,,,Mostly Cloudy,110,2015-02-19 16:51:00<br />,2015-02-19 09:51:00,4,9
